file_number,message_id,title,author
100058,message #306091,Project,Eclipse User
100059,message #306092,HTML viewer for content assist,Eclipse User
100060,message #306096,string translation for dynamic variables,Eclipse User
100061,message #306097,headless pde build and fragments,Mia Stern
100062,message #306098,Re: Eclipse 3.2 CVS,Eclipse User
100063,message #306099,Error with Eclipse 3.2 CVS,Eclipse User
100064,message #306101,MulitiPageEditor help - keyevents?,Eclipse User
100065,message #306104,Launch configuration,Eclipse User
100066,message #306107,[HowTo] add F1-help to toolbar items?,Paul E. Keyser
100067,message #306108,Making Windows Eclipse out of the Linux version,Dennis Benzinger
100068,message #306112,Workspace compatibility Question,Michael Giroux
100069,message #306115,[Howto] reuse ProgressMonitorPart in a dialog or pref-page?,Paul E. Keyser
100070,message #306116,setting the name in the editor's tab,Alex Le
100071,message #306117,"react to ""refresh"" in project explorer and refreshing in general in commons navigator?",Max Rydahl Andersen
100072,message #306118,How to use (implement) getQuickAssistAssistant,Eclipse User
100073,message #306119,Slow extension point schema builder?,kiril mitov
100074,message #306120,trouble creating updates for plugin,Anil Samuel
100075,message #306121,help with releng.eclipsebuilder,Anil Samuel
100076,message #306124,how to retrieve plugin version programatically,Eclipse User
100077,message #306126,How to create a performance test,Barthelemy Dagenais
100078,message #306127,Callisto centralized updates,Eclipse User
100079,message #306129,CVS & Eclipse 3.2,Eclipse User
100080,message #306131,core/ui separation : preferences jface preferencestore,Eclipse User
100081,message #306132,Need to checkout from a sepcific branch AND at a specific point int time,Todor Boev
100082,message #306134,[Targets]: No targets could be determined for the buildfile,Eclipse User
100083,message #306136,How do I get the Source (and Javadoc) for SWT in Callisto,David Goodenough
100084,message #306139,SaveablesList not unregistering my part,Eclipse User
100085,message #306140,[HowTo] make the error-message in the preferences appear?,Paul E. Keyser
100086,message #306144,Arranging items in an import wizard,Chris Grant
100087,message #306146,Launching framework depends on JDT in Eclipse 3.2,Eclipse User
100088,message #306148,where to get the source code of startup.jar,kavin wang
100089,message #306149,Console / Problems / error log,Eclipse User
100090,message #306150,How to force update of Decorations?,Eclipse User
100091,message #306153,Problems with activities activation/deaktivation,Daniel Kasten
100092,message #306154,Programatically setting the preference,Eclipse User
100093,message #306157,Avoid/skip loading a plugin when workbench starts,Cristi Angheluta
100094,message #306158,type org.eclipse.ui.texteditor.IUpdate cannot be resolved,Eclipse User
100095,message #306159,Source or javadoc for plugin,Piotr GÃ³rny
100096,message #306167,How to expand Navigator view by Code ?,Eclipse User
100097,message #306169,Fragment files,Andraz
100098,message #306172,Jface Optimized TreeViewer Refresh,Eclipse User
100099,message #306173,How can I build eclipse R3_2 Platform on Windows(please help me!),Eclipse User
100100,message #306174,"""Eclipse Style"" PerspectiveBar",Eclipse User
100101,message #306178,Feature Request 151629 - Add com.jcraft.jsch to ANT plugin classpath,Michael Giroux
100102,message #306183,Deprecated Property Page Issues,Eclipse User
100103,message #306185,Does eclipse provide any framework for launching console applications (compiler)?,Eclipse User
100104,message #306188,"How to add the ""error icon"" into a tree viewer",Eclipse User
100105,message #306191,Open classes from command line,Eclipse User
100106,message #306193,Headless PDE Build  bug - cycle was detected?,Eclipse User
100107,message #306195,Serving external files as online help,Andy Cheadle
100108,message #306196,Questions about MultiPageEditor,Eclipse User
100109,message #306197,Can't find EFS excamples,Hans Mueller-Dieckert
100110,message #306198,How to override M1+N shortcut,lukas
100111,message #306200,cannot load class from jar file in eclipse plugin,Eclipse User
100112,message #306206,Print table (properties) view contents?,Eclipse User
100113,message #306208,Migrating 3.1 to 3.2 problem,Eclipse User
100114,message #306209,"dnd, ViewerDropAdapter, different TransferTypes",Eclipse User
100115,message #306214,inserting a simple texte between two FieldEditors,NiS
100116,message #306217,Eclipse Shutdown,Rashmy A
100117,message #306222,"Anyway to remove some Views in ""Show Views"" dialog?",Eclipse User
100118,message #306223,How to set the Editor size?,Guru Nagarajan
100119,message #306224,Arrange Items In an Import Wizard other than alphabetical,Chris Grant
100120,message #306225,NullPointer with Editor,Eclipse User
100121,message #306227,Eclipse 3.3?,Michael Giroux
100122,message #306233,Checking a 3.1 project out into Eclipse 3.2,Eclipse User
100123,message #306234,How to link to the corresponding part according to the selection in a view?,Eclipse User
100124,message #306237,"about the marco recorder in ""org.eclipse.pde.ui.test""",Ben Xu
100125,message #306241,PropertyView howto,Eclipse User
100126,message #306242,Font size in Javadoc hints too big,Karsten Stöckmann
100127,message #306244,Query -> Available Items; DB2 JDBC,Eclipse User
100128,message #306245,BIRT 2.2.1 Chart Run Time Error,Puttappaiah Muni
100129,message #306247,Need help on setting up to use Weblogic Connection Pool,Eclipse User
100130,message #306253,How to read the data from emf,Li Junhong
100131,message #306255,How to read the data from emf file for a script DataSet,Li Junhong
100132,message #306260,Java Structure Compare,Eclipse User
100133,message #306264,XLS export & cell format,Alex Gfeller
100134,message #306269,Automatic build number increment with Ant and replaceregexp?,Karsten Stöckmann
100135,message #306271,The URL used to update features downloaded from a site should be the URL given to download it origin,NiS
100136,message #306277,Can't get Code Folding Hover text to work,Ernest Pasour
100137,message #306278,"java.lang.NullPointerException,	at org.eclipse.birt.chart.factory.Generator.getRowExpressions",Eclipse User
100138,message #306279,Feature Request 151854 - display value of -showlocation at beginning of title bar,Michael Giroux
100139,message #306281,How to activate the Edit Menu in the Workspace,Eclipse User
100140,message #306284,setRangeIndication in folding annotations,Ernest Pasour
100141,message #306285,Disable logging,Raheel Ashraf
100142,message #306286,"Export deployable feature, Next and Finish disabled",Eclipse User
100143,message #306289,How do I make my own capabilities,Shaiju
100144,message #306290,Setting parameters via API,Eclipse User
100145,message #306291,Environment Tab,Guru Nagarajan
100146,message #306298,Pagebreak in cross tab,Eclipse User
100147,message #306303,SaveParticipant for multiple plugins?,Eclipse User
100148,message #306306,"Does BIRT 2.2 support ""named"" parameters of data sets?",Maged Elaasar
100149,message #306307,How to go from IStandbyContentPart to XHTML.,Aaron Cohen
100150,message #306308,crosstab refresh data cube,Eclipse User
100151,message #306310,Adding an encrypted password to a custom ODA implementation.,Eclipse User
100152,message #306313,Upgrade plugin written in 3.1 to Eclipse 3.2?,Eclipse User
100153,message #306314,How to display LogView from plugin,Michael Giroux
100154,message #306316,Putting labels as title in dimensions' crosstabs,Hans
100155,message #306319,How to enable Merge buttons in CompareUI.openCompareDialog...,Eclipse User
100156,message #306320,JBoss Deployment,Alex
100157,message #306321,Programmatic closure of Wizard,Eclipse User
100158,message #306323,ClassNotFoundException when running in -pdelaunch,Michael Giroux
100159,message #306329,CVS and Eclipse 3.2,Alexey Kuznetsov
100160,message #306338,Fast First Page,Eclipse User
100161,message #306340,multiple masterpages (page orientation),Eclipse User
100162,message #306342,How to say birt don't count pages,Eclipse User
100163,message #306343,Question about the eclipse.buildScript Ant task,Thomas Hallgren
100164,message #306344,Show BIRT editor preview tab in RCP,Anders Vegh
100165,message #306346,Wrong results in crosstab,Hans
100166,message #306347,[Common Navigator] Several questions on how-to use it,Nicolas Jouanin
100167,message #306351,Problems with multipage editor in restored Runtime Workbench (invalid thread access),Eclipse User
100168,message #306357,"How to do the ""track file change->update text editor->update view"" job?",Eclipse User
100169,message #306358,Separate undo behavior for multiple editors,Eclipse User
100170,message #306359,Compatibility between 2.2.1 and 2.3,Hans
100171,message #306360,"Eclipse doesn't start... Gets stuck after ""Loaded org.eclipse.ltk.ui.refactoring""",Eclipse User
100172,message #306363,Table styles help needed,Raheel Ashraf
100173,message #306371,To Jason : XML DataSet Problem,Eclipse User
100174,message #306373,BIRT JBoss - Tomcat Deployment,Eclipse User
100175,message #306375,Set a XML DataSource Programmatically,Eclipse User
100176,message #306382,"Markers and annotations, text not highlighted",Chris Gross
100177,message #306385,setting the current display,SebastiÃ¡n Gurin
100179,message #306387,Connection between IProject and ILaunchConfiguration,Eclipse User
100180,message #306396,"FieldEditorPreferencePage and preference ""scopes"": how to use together?",Thomas D. Johnson
100181,message #306397,"3.2, navigator view, problems",Eclipse User
100182,message #306399,Memento,Guru Nagarajan
100183,message #306400,Adding ant task from a plugin,Eclipse User
100184,message #306401,don't show error dialog  on problem marker in Eclipse 3.2?,Eclipse User
100185,message #306403,BreakpointView always has Java Exception button,Gregory Rochford
100186,message #306404,How do I add a shell within the editor window and move it with my mouse.,Eclipse User
100187,message #306405,Error on displaying Problem Marker in Problem View in Eclipse 3.2,Eclipse User
100188,message #306407,Error in xDoclet Page,Eclipse User
100189,message #306409,Persist Workbench state,Guru Nagarajan
100190,message #306412,Project view change in Callisto?,Eclipse User
100191,message #306413,TextEditor with copy/paste possibility,Eclipse User
100192,message #306414,How do we show tooltips when the user hoovers a marker in an editor ?,Eclipse User
100193,message #306416,Proposal for Subversion support posted!,Eclipse User
100194,message #306417,extending the intro page,Rashmy A
100195,message #306418,build the feature.xml,John Kenny
100196,message #306420,use an eclipse custom ant task outside eclipse,John Kenny
100197,message #306422,Editors and coulours ??? how to ? please help,Eclipse User
100198,message #306423,Annotations vs Markers ?,Eclipse User
100199,message #306424,"Common Navigator, PopUp Menu , import wizard",Eclipse User
100200,message #306443,How General Are Natures ?,Bill Winspur
100201,message #306444,Eclipse 3.2 debug content adapters (IAsynchronousContentAdapter),Eclipse User
100202,message #306445,Hiding and Showing a View.,Tim
100203,message #306447,How to automatically refresh a view when editor pages switches?,Eclipse User
100204,message #306448,Help and Search,"J. Michael Dean, M.D."
100205,message #306452,How to force refersh of decorations (in Project explorer) after a change in resources?,Eclipse User
100206,message #306453,cvs browsing slow,teknokrat
100207,message #306456,findView/hideView in inactive perspective,Haris Peco
100208,message #306457,"The borders of composites in Eclipse Form Section can't be paint, help~~~",Eclipse User
100209,message #306459,Use Eclipse Search and Replace feature programatically from Ant?,Eclipse User
100210,message #306460,propagate preferences to a plugin editor,Eclipse User
100211,message #306461,eclipse with SQL server - drivers,Eclipse User
100212,message #306463,user's class visible from within a plug-in's library?,Michael Megliola
100213,message #306464,"Disable ""Delete File""",Eclipse User
100214,message #306466,undo doc,Eclipse User
100215,message #306467,Class loading from extention point,Chris Lenz
100216,message #306479,popupmenu action,Chris Lenz
100217,message #306488,Expansion status changed when call TreeViewer.update and Sorter,lukas
100218,message #306490,Customization of Eclipse Window title,Alexei Alexandrov
100219,message #306492,"Preferences not stored correctly in eclipse 3.2 ???,",Eclipse User
100220,message #306493,action enablement: selections vs. lazy initialization of plugins,Eclipse User
100221,message #306496,welcom page,Carl Wong
100222,message #306497,Track Eclipse editing activity along with 'idle' time: any plugin or suggestions?,Eclipse User
100223,message #306498,Re: maximize the editor,Paul Webster
100224,message #306499,Extension labels in plugin.xml editor,Eclipse User
100225,message #306501,Upgrading plugins problem,Jim Adams
100226,message #306505,update manager doesn't always complete installation,Eclipse User
100227,message #306508,Eclipse has Export wizard api?,Alex Le
100228,message #306510,MultipageEditor & Outline Problem,Andreas Herz
100229,message #306511,Updater in Eclipse 3.1.1--is there an algorithm for the number of HTTP requests for each jar?,Eclipse User
100230,message #306512,Test,Eclipse User
100231,message #306513,Test,Eclipse User
100232,message #306515,Keys Bindings & Views,Martin Holmes
100233,message #306517,"Getting your markers added to ""Java Problem Type"" in 3.2?",Eclipse User
100234,message #306523,Query on creating Controls using the SWT Accessibility API,Eclipse User
100235,message #306524,Reading files from a plugin,Eclipse User
100236,message #306527,Where are my features?,NiS
100237,message #306529,Callisto missing DebugEvent.CHANGE?,Eclipse User
100238,message #306530,Deleting a project programmatically,NiS
100239,message #306532,IResource mapping and OS files/folders,Eclipse User
100240,message #306536,How do you upgrade from V3.1.2 to V3.2?,Jeff Lynn
100241,message #306543,API for creating temporary file within the patform ?,Darryl Miles
100242,message #306544,Why don't adapters cause a plugin to load?,Eclipse User
100243,message #306546,Which listener should be used to catch editor's opening a file?,drew frantz
100244,message #306548,How should a plugin check JDK version,Michael Giroux
100245,message #306555,site.xml redirection fails on plugins,Brett Hackleman
100246,message #306557,"PDE ""organize manifests""",Eclipse User
100247,message #306558,Update site with authentication?,Adrian Pang
100248,message #306560,contribute actions at runtime,Sunny Sun
100249,message #306561,CVS to Clearcase,John Kenny
100250,message #306562,Developing Unit Tests for Eclipse plugins,Eclipse User
100251,message #306565,Export plugin as a directoy instead of a jar file??,Eclipse User
100252,message #306566,Getting problem markers attached to newly defined problem categories,Eclipse User
100253,message #306567,Wait for job when workbench is closed,Eclipse User
100254,message #306569,Programmatically show Register view,Eclipse User
100255,message #306575,Re: TableView updateItem/refreshItem,Thomas Schindl
100256,message #306578,TreeItems and icons,Eclipse User
100257,message #306580,EFS questions,Franck Mising name
100258,message #306581,Visually merge file that has been updated outside eclipse,Mads Andreasen
100259,message #306594,can PropertyView contain an EditPart?,Shu Tan
100260,message #306599,"What on earth is causing ""Type Foo is not accessible due to restriction on required project bar",Paul E. Keyser
100261,message #306600,Creating internal mirrors - the finer points,Eclipse User
100262,message #306603,How to display MessageDialog during org.eclipse.ui.startup,Michael Giroux
100263,message #306604,Update manager behaviour - can anyone explain?,Eclipse User
100264,message #306612,please help with ActionBarAdvisor::fillCoolBar and saveState,Brannon
100265,message #306613,Question about PluginPreferences,Eclipse User
100266,message #306615,How to get Nested ActionSets to show properly,Stuart Pond
100267,message #306617,IOConsoleOutputStream and Non-UI Thread,Eclipse User
100268,message #306618,launching Eclipse from the command line,Eclipse User
100269,message #306621,Error opening editor on a workspace file,Eclipse User
100270,message #306627,Re: To Change the size of the JFace wizard page,Eclipse User
100271,message #306642,Query -> Available Items; DB2 JDBC,Eclipse User
100272,message #306644,BIRT 2.2.1 Chart Run Time Error,Puttappaiah Muni
100273,message #306648,Need help on setting up to use Weblogic Connection Pool,Eclipse User
100274,message #306655,How to listern on the event of  PRE_DELETE a file,Eclipse User
100275,message #306656,How to read the data from emf,Li Junhong
100276,message #306658,How to read the data from emf file for a script DataSet,Li Junhong
100277,message #306659,No Eclipse question,Chris Lenz
100278,message #306667,XLS export & cell format,Alex Gfeller
100279,message #306672,Platform launch aborted &  Installation on network drive,Alexander Karnstedt
100280,message #306674,Platform launch aborted &  Installation on network drive,Alexander Karnstedt
100281,message #306676,textViewer.getDocument().getContentType do not give me the correct partition ?,Eclipse User
100282,message #306681,"java.lang.NullPointerException,	at org.eclipse.birt.chart.factory.Generator.getRowExpressions",Eclipse User
100283,message #306682,The activator for bundle is invalid,Eclipse User
100284,message #306688,Is there any API to get access to a Eclipse project outside workbench?,Eclipse User
100285,message #306689,Disable logging,Raheel Ashraf
100286,message #306691,Using a Viewer with multiple views (Providers),Eclipse User
100287,message #306696,Setting parameters via API,Eclipse User
100288,message #306697,How to go back to previous position ?,Eclipse User
100289,message #306702,Pagebreak in cross tab,Eclipse User
100290,message #306706,File and URL and String paths to files in URL string form,Eclipse User
100291,message #306708,How to prevent users installing and updating from external update sites,Eclipse User
100292,message #306709,"Does BIRT 2.2 support ""named"" parameters of data sets?",Maged Elaasar
100293,message #306711,crosstab refresh data cube,Eclipse User
100294,message #306713,Adding an encrypted password to a custom ODA implementation.,Eclipse User
100295,message #306716,Eclipse 3.1.x - plugin_configuration.ini,Eclipse User
100296,message #306718,hooking in F1 help,Ernest Pasour
100297,message #306719,Putting labels as title in dimensions' crosstabs,Hans
100298,message #306720,Changing configuration of Eclipse FTP plugin,Mike Greenawalt
100299,message #306723,JBoss Deployment,Alex
100300,message #306737,What is the difference between an Update and a Discovery site?,Eclipse User
100301,message #306739,Highlighting Help,"J. Michael Dean, M.D."
100302,message #306741,Customized perspective for eclipse doesn't appear in Mac OS X,Eclipse User
100303,message #306742,Fast First Page,Eclipse User
100304,message #306743,Re: Change TableViewer's Table at runtime,Eclipse User
100305,message #306744,multiple masterpages (page orientation),Eclipse User
100306,message #306747,How should I deal with XML files in my plugin(I wanna use the method integrated with Eclipse platfor,Eclipse User
100307,message #306748,How to say birt don't count pages,Eclipse User
100308,message #306749,Show BIRT editor preview tab in RCP,Anders Vegh
100309,message #306751,Wrong results in crosstab,Hans
100310,message #306754,Runtime.getRunTime().exec() failing,Sushma Shinde
100311,message #306762,IFile and IFileStore,Parvez
100312,message #306763,Compatibility between 2.2.1 and 2.3,Hans
100313,message #306766,Table styles help needed,Raheel Ashraf
100314,message #306774,To Jason : XML DataSet Problem,Eclipse User
100315,message #306775,BIRT JBoss - Tomcat Deployment,Eclipse User
100316,message #306777,Problems using Eclipse Testing Framework,Darren Hurt
100317,message #306776,Set a XML DataSource Programmatically,Eclipse User
100318,message #306781,Launch Config and Process mystery,Paul E. Keyser
100319,message #306786,problem with cvs and moving from 3.1 to 3.2,Eclipse User
100321,message #306790,JFace Design Advice,Eclipse User
100322,message #306791,RCP + Eclipse Plugin,Jimisola Laursen
100323,message #306793,[HowTo] get UIJob to run every NNN millisec?,Paul E. Keyser
100324,message #306797,Projection annotations and Code Folding,Eclipse User
100325,message #306798,Help Key and Macintosh Laptops,"J. Michael Dean, M.D."
100326,message #306799,Debugging with stdin,Eclipse User
100327,message #306800,changing the icon on an action in the main toolbar,Eclipse User
100328,message #306803,how to get the position associated with an annotation?,Eclipse User
100329,message #306804,Where to update the folding structure,Eclipse User
100330,message #306805,How can we develop Occurrence Annotations?,Eclipse User
100331,message #306808,Best Practise for integration of a filesystem.,Eclipse User
100332,message #306810,Using SearchEngine to find a method declaration,Eclipse User
100333,message #306812,Re: To Change the size of the JFace wizard page,Eclipse User
100334,message #306813,Why my content formatter doesn't work?,Eclipse User
100335,message #306820,adding SWT shell into an editor,Eclipse User
100336,message #306822,Removing a file from a project build,Eclipse User
100337,message #306825,Source feature generation with externalized strings in feature.properties results in unresolvable pr,Eclipse User
100338,message #306828,Deleting IFile instance,Eclipse User
100339,message #306829,Using LaunchConfiguration with Map's,Max Rydahl Andersen
100340,message #306835,Programmatically adding a Memory monitor,Eclipse User
100341,message #306838,Changing the set of system properties visible to the ant editor on a per-project basis.,Eclipse User
100342,message #306841,[HowTo] find the environment of a process launched from a launch configuration?,Paul E. Keyser
100343,message #306842,New wizard shortcuts,Eclipse User
100344,message #306845,Product Configuration Files?,Michael Giroux
100345,message #306846,Source Editor,Guru Nagarajan
100346,message #306847,How do I contribute to Eclipse's toolbar with the drop down menu style like attached image?,Alex Le
100347,message #306848,LaunchShortcut,Jonathan Rose
100348,message #306849,[FieldAssist] DecoratedField with Forms,Roman Mukhin
100349,message #306855,How to defer loading of dependent plugin?,David Coppit
100350,message #306861,Problem with annotation,Pavan
100351,message #306862,How to force refresh of Project Explorer,Eclipse User
100352,message #306863,Online help blocks any attempt to print the right hand content frame only,Michael Moser
100353,message #306864,updates,Alan Lewis
100354,message #306869,Scripted datasource with 2.1 runreport problem,Said Taaouati
100355,message #306870,How to set the TitleToolTip for standard views like OutlineView?,Eclipse User
100356,message #306871,menubarpath,Sunny Sun
100357,message #306874,Re: How to implement the figure folding with Draw2D?,Eclipse User
100358,message #306875,Is it possible to have the list of all the partitions in a document ?,Eclipse User
100359,message #306878,Why Eclipse 3.2 refuse to add Ant Builder?,Jeff Lynn
100360,message #306880,Eclipse Testing Framework,Darren Hurt
100361,message #306886,hooking in F1 help,Ernest Pasour
100362,message #306891,TreeViewer performace,Eclipse User
100363,message #306894,adding paren matching in editor,Ernest Pasour
100364,message #306896,"Re: Accelerator key press, nothing happens",Paul Webster
100365,message #306903,tooltip rendering for ContributionItem vs. Action on GLCanvas,Brannon
100366,message #306904,How do I change the icon of a toolbar button from OUTSIDE of the button itself?,Eclipse User
100367,message #306906,IMemento - why in ui?,Alexei Alexandrov
100368,message #306912,Project Explorer - common wizard enablement,Eclipse User
100369,message #306913,"Re: ""NoClassDefFoundError"" when use the ant in eclipse",Eclipse User
100370,message #306926,Remote debugger not showing local variables,Cory Lappi
100371,message #306927,Refresh UI,Guru Nagarajan
100372,message #306928,JUnit 4.0,Eclipse User
100373,message #306929,multiple projects with shared source,Eclipse User
100374,message #306930,"Re: DB, EMF, IFile based editors and EFS",Eclipse User
100375,message #306933,Customizing the refresh action,Franck Mising name
100376,message #306937,3.2 Occurrences in File choice missing,Eclipse User
100377,message #306945,Opening a perspective as reaction to some event,Eclipse User
100378,message #306947,Launch a builder automatically after the project is open,Eclipse User
100379,message #306951,Access Restrictions on RT.JAR,Michael Giroux
100380,message #306953,Export of the plugin project not working,Eclipse User
100381,message #306954,URLClassLoader Problem,Eclipse User
100382,message #306959,Compute the relative path between two files,Eclipse User
100383,message #306960,Is there a fully jni adaptive for platform libaraies?,Eclipse User
100384,message #306966,Opening a specific file format directly without going to the wizard screen,Eclipse User
100385,message #306968,Control the text introduced into the editor...,Eclipse User
100386,message #306969,Best was to test an update site,Eclipse User
100387,message #306972,How add an accelerator key on ActionSet,Nicolas Crouzet
100388,message #306975,Replacement for StringBufferInputStream,Eclipse User
100389,message #306978,customize Eclipse interface,Eclipse User
100390,message #306984,Why is Tomcat integrated into the Infocenter,Eclipse User
100391,message #306985,Extension Points: How to enforce at least one child element?,Eclipse User
100392,message #306986,easy (I hope) preference page question,Mark Victory
100393,message #306987,"Questions about ""Launch in Background""",Eclipse User
100394,message #306988,Product Export with language packs?,David Rostowsky
100395,message #306989,ToolItem backed by Command,Eclipse User
100396,message #306991,Customize Eclipse IDE,Eclipse User
100397,message #306997,Builder and Console,Eclipse User
100398,message #306998,Activating menus and toolbars for specific perspective,Eclipse User
100399,message #306999,Update site problems- Resulting configuration does not contain the platform,Ryan Hapgood
100400,message #307000,Merge problem,Eclipse User
100401,message #307004,Missing project open event on IDE startup,Franck Mising name
100402,message #307008,tracking the active editor,Ernest Pasour
100403,message #307009,GMF files with common navigator framework,sakae
100404,message #307014,tear off view,Eclipse User
100405,message #307015,[Databinding] Cannot set property for collection without specify the class,Eclipse User
100406,message #307016,Eclipse 3.2 + AIX 5.3 = javacore?,Eclipse User
100407,message #307017,XML Editor Plugins,Eclipse User
100408,message #307019,problems deploying plugin,Eclipse User
100409,message #307020,Plugin Start,Guru Nagarajan
100410,message #307021,Linked Resource Problem,Eclipse User
100411,message #307024,Visible lines in java editor,No real name
100412,message #307025,NoClassDefFoundError when running w/ Junit Plugin Test launch,Michael Giroux
100413,message #307030,Open existing editor (e.g. JavaScriptEditor) with a non IFileEditorInput,Andreas Herz
100414,message #307033,How to draw ImageHyperlink like in welcome page ?,Eclipse User
100415,message #307034,Loading classes provided by plugins,Eclipse User
100416,message #307035,Outline Sync Problem,Eclipse User
100417,message #307038,Query -> Available Items; DB2 JDBC,Eclipse User
100418,message #307039,extension point not visible in debug session,Michael Megliola
100419,message #307041,BIRT 2.2.1 Chart Run Time Error,Puttappaiah Muni
100420,message #307045,Need help on setting up to use Weblogic Connection Pool,Eclipse User
100421,message #307046,ContentOutline - How to pass objects ?,Eclipse User
100422,message #307048,Cross post from voice tools about V. T. P.,Eclipse User
100423,message #307051,Where to find Shared Images,Eclipse User
100424,message #307052,How to read the data from emf,Li Junhong
100425,message #307054,How to read the data from emf file for a script DataSet,Li Junhong
100426,message #307058,Open non workspace file in editor,Eclipse User
100427,message #307064,XLS export & cell format,Alex Gfeller
100428,message #307065,Prevent editor action 'New editor',Piotr GÃ³rny
100429,message #307069,Cell editor no response,Eclipse User
100430,message #307071,PDE build product headless - Cycle in classpath,Andreas Broeker
100431,message #307076,Markers and read-only files,Eclipse User
100432,message #307077,"java.lang.NullPointerException,	at org.eclipse.birt.chart.factory.Generator.getRowExpressions",Eclipse User
100433,message #307078,drawing on the eclipse editor,Eclipse User
100434,message #307083,IMarkers examples,Eclipse User
100435,message #307084,Disable logging,Raheel Ashraf
100436,message #307090,Setting parameters via API,Eclipse User
100437,message #307098,Pagebreak in cross tab,Eclipse User
100438,message #307103,is MessageDialog.createCustomArea() intended to work?,Paul E. Keyser
100439,message #307105,"Does BIRT 2.2 support ""named"" parameters of data sets?",Maged Elaasar
100440,message #307107,crosstab refresh data cube,Eclipse User
100441,message #307109,Adding an encrypted password to a custom ODA implementation.,Eclipse User
100442,message #307111,"ProgressMonitor bug, or misuse? (*Can* it be reused?)",Paul E. Keyser
100443,message #307112,Putting labels as title in dimensions' crosstabs,Hans
100444,message #307114,JBoss Deployment,Alex
100445,message #307118,Properties view question - what about bad values?,Eclipse User
100446,message #307126,Is .sitebuild/sitebuild.xml still needed?,Michael Giroux
100447,message #307133,Fast First Page,Eclipse User
100448,message #307134,"Turn off "".* resources"" filter by default in xml?",David Rostowsky
