file_number,message_id,topic,author,link,domain,top_level_domain
100237,message #306529,Callisto missing DebugEvent.CHANGE?,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=144253,bugs.eclipse.org,org
100240,message #306536,How do you upgrade from V3.1.2 to V3.2?,Eclipse User,http://www.eclipse.org/downloads/download.php?r=1&file=/technology/phoenix/demos/install-eclipse/install-eclipse.html,www.eclipse.org,org
100240,message #306536,How do you upgrade from V3.1.2 to V3.2?,Eclipse User,http://www.eclipse.org/eclipse/development/readme_eclipse_3.2.html#Upgrading,www.eclipse.org,org
100240,message #306536,How do you upgrade from V3.1.2 to V3.2?,Eclipse User,http://profs.logti.etsmtl.ca/cfuhrman/index.shtml?en,profs.logti.etsmtl.ca,ca
100240,message #306536,How do you upgrade from V3.1.2 to V3.2?,Eclipse User,http://www.eclipse-wiki.info/Upgrading,www.eclipse-wiki.info,info
100240,message #306536,How do you upgrade from V3.1.2 to V3.2?,Eclipse User,http://eclipsewiki.editme.com/InstallationOrganization,eclipsewiki.editme.com,com
100245,message #306555,site.xml redirection fails on plugins,Brett Hackleman,http://www.bandxi.com/fitnesse/site.xml,www.bandxi.com,com
100245,message #306555,site.xml redirection fails on plugins,Brett Hackleman,http://confit.sourceforge.net/update/,confit.sourceforge.net,net
100245,message #306555,site.xml redirection fails on plugins,Brett Hackleman,http://confit.sourceforge.net/,confit.sourceforge.net,net
100245,message #306555,site.xml redirection fails on plugins,Brett Hackleman,http://confit.sourceforge.net/update/features/com.bandxi.fitnesse.feature_1.0.2.jar,confit.sourceforge.net,net
100245,message #306555,site.xml redirection fails on plugins,Brett Hackleman,http://fitnesse.org,fitnesse.org,org
100245,message #306555,site.xml redirection fails on plugins,Brett Hackleman,http://www.bandxi.com/,www.bandxi.com,com
100245,message #306555,site.xml redirection fails on plugins,Brett Hackleman,http://www.gnu.org/copyleft/gpl.html,www.gnu.org,org
100245,message #306555,site.xml redirection fails on plugins,Brett Hackleman,http://www.bandxi.com/fitnesse/plugins/com.bandxi.fitnesse.launcher_1.0.2.jar,www.bandxi.com,com
100245,message #306555,site.xml redirection fails on plugins,Paul Webster,http://www.bandxi.com/fitnesse/,www.bandxi.com,com
100245,message #306555,site.xml redirection fails on plugins,Paul Webster,http://help.eclipse.org/help32/index.jsp?topic=/org.eclipse.platform.doc.user/tasks/tasks-37.htm,help.eclipse.org,org
100246,message #306557,"PDE ""organize manifests""",Paul Webster,https://bugs.eclipse.org/bugs/,bugs.eclipse.org,org
100246,message #306557,"PDE ""organize manifests""",Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=148844,bugs.eclipse.org,org
100257,message #306580,EFS questions,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=124530,bugs.eclipse.org,org
100257,message #306580,EFS questions,Eclipse User,http://wiki.eclipse.org/index.php/EFS,wiki.eclipse.org,org
100257,message #306580,EFS questions,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=134270,bugs.eclipse.org,org
100258,message #306581,Visually merge file that has been updated outside eclipse,Paul Webster,http://help.eclipse.org/help32/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/compare.htm,help.eclipse.org,org
100268,message #306618,launching Eclipse from the command line,Eddie Man,http://help.eclipse.org/help32/topic/org.eclipse.platform.doc.user/tasks/running_eclipse.htm,help.eclipse.org,org
100281,message #306676,textViewer.getDocument().getContentType do not give me the correct partition ?,Eclipse User,http://www.pocketmt.com,www.pocketmt.com,com
100283,message #306682,The activator for bundle is invalid,Paul Webster,http://wiki.eclipse.org/index.php/PDE,wiki.eclipse.org,org
100284,message #306688,Is there any API to get access to a Eclipse project outside workbench?,Eclipse User,http://wiki.eclipse.org/index.php/FAQ_How_do_I_create_an_application%3F,wiki.eclipse.org,org
100284,message #306688,Is there any API to get access to a Eclipse project outside workbench?,Eclipse User,http://wiki.eclipse.org/index.php/FAQ_How_are_resources_created%3F,wiki.eclipse.org,org
100284,message #306688,Is there any API to get access to a Eclipse project outside workbench?,Kenneth Ã?lwing,http://wiki.tada.se/wiki/display/buckminster/Buckminster+Headless,wiki.tada.se,se
100284,message #306688,Is there any API to get access to a Eclipse project outside workbench?,Kenneth Ã?lwing,http://wiki.tada.se/wiki/display/buckminster/Headless+boot+and+design,wiki.tada.se,se
100285,message #306689,Disable logging,Raheel Ashraf,http://dev.eclipse.org/newslists/news.eclipse.birt/msg12005.html,dev.eclipse.org,org
100288,message #306697,How to go back to previous position ?,Eclipse User,http://www.pocketmt.com,www.pocketmt.com,com
100295,message #306716,Eclipse 3.1.x - plugin_configuration.ini,Eclipse User,http://www.opera.com/mail/,www.opera.com,com
100295,message #306716,Eclipse 3.1.x - plugin_configuration.ini,Eclipse User,http://www.opera.com/=,www.opera.com,com
100295,message #306716,Eclipse 3.1.x - plugin_configuration.ini,Eclipse User,http://www.eclipse.org/eclipse/platform-core/documents/user_settings/plugin_customization.html,www.eclipse.org,org
100301,message #306739,Highlighting Help,Eclipse User,http://www.pocketmt.com,www.pocketmt.com,com
100302,message #306741,Customized perspective for eclipse doesn't appear in Mac OS X,Eclipse User,http://www.eclipse.org/articles/using-perspectives/PerspectiveArticle.html#Adding%20a%20New%20Perspective,www.eclipse.org,org
100306,message #306747,How should I deal with XML files in my plugin(I wanna use the method integrated with Eclipse platfor,Eclipse User,http://www.pocketmt.com,www.pocketmt.com,com
100306,message #306747,How should I deal with XML files in my plugin(I wanna use the method integrated with Eclipse platfor,Eclipse User,http://www.pocketmt.com/demo/idm2.htm,www.pocketmt.com,com
100311,message #306762,IFile and IFileStore,Parvez,https://bugs.eclipse.org/bugs/show_bug.cgi?id=148034,bugs.eclipse.org,org
100311,message #306762,IFile and IFileStore,Parvez,http://wiki.eclipse.org/index.php/Talk:EFS,wiki.eclipse.org,org
100318,message #306781,Launch Config and Process mystery,Paul E. Keyser,http://java.sun.com/j2se/1.5.0/docs/api/java/lang/ProcessBuilder.html,java.sun.com,com
100323,message #306793,[HowTo] get UIJob to run every NNN millisec?,Eclipse User,http://www.eclipse.org/articles/Article-Concurrency/jobs-api.html,www.eclipse.org,org
100323,message #306793,[HowTo] get UIJob to run every NNN millisec?,Genady Beryozkin,http://www.genady.net/,www.genady.net,net
100328,message #306803,how to get the position associated with an annotation?,Eclipse User,http://www.pocketmt.com,www.pocketmt.com,com
100329,message #306804,Where to update the folding structure,Eclipse User,http://www.pocketmt.com,www.pocketmt.com,com
100330,message #306805,How can we develop Occurrence Annotations?,Eclipse User,http://www.pocketmt.com,www.pocketmt.com,com
100331,message #306808,Best Practise for integration of a filesystem.,Eclipse User,http://wiki.eclipse.org/index.php/EFS#UI_Examples:_Zip_and_Memory_file_systems,wiki.eclipse.org,org
100334,message #306813,Why my content formatter doesn't work?,Eclipse User,http://www.realsolve.co.uk/site/tech/jface-text.php,www.realsolve.co.uk,co.uk
100335,message #306820,adding SWT shell into an editor,Eclipse User,http://dev.eclipse.org/viewcvs/index.cgi/org.eclipse.swt.snippets/src/org/eclipse/swt/snippets/Snippet118.java?rev=HEAD&amp;content-type=text/vnd.viewcvs-markup,dev.eclipse.org,org
100339,message #306829,Using LaunchConfiguration with Map's,Max Rydahl Andersen,http://www.eclipsezone.com/eclipse/forums/t76709.html,www.eclipsezone.com,com
100339,message #306829,Using LaunchConfiguration with Map's,Max Rydahl Andersen,http://www.opera.com/mail/,www.opera.com,com
100342,message #306841,[HowTo] find the environment of a process launched from a launch configuration?,Paul E. Keyser,http://www.eclipse.org/articles/Article-Launch-Framework/launch.html,www.eclipse.org,org
100344,message #306845,Product Configuration Files?,Michael Giroux,http://wiki.eclipse.org/index.php/FAQ_What_is_the_difference_between_a_product_and_an_application%3F,wiki.eclipse.org,org
100349,message #306855,How to defer loading of dependent plugin?,David Coppit,http://coppit.org/temp/edu.wm.cs.javacleanup2.zip,coppit.org,org
100350,message #306861,Problem with annotation,Dani Megert,https://bugs.eclipse.org/bugs/show_bug.cgi?id=130017,bugs.eclipse.org,org
100351,message #306862,How to force refresh of Project Explorer,Eclipse User,http://www.pocketmt.com,www.pocketmt.com,com
100351,message #306862,How to force refresh of Project Explorer,Eclipse User,http://www.pocketmt.com/demo/idm2.htm,www.pocketmt.com,com
100352,message #306863,Online help blocks any attempt to print the right hand content frame only,Michael Moser,http://help.eclipse.org/help31/topic/org.eclipse.gmf.doc/prog-guide/diagram/Developer%20Guide%20to%20Diagram%20Runtime.html,help.eclipse.org,org
100353,message #306864,updates,Paul Webster,http://help.eclipse.org/help32/index.jsp?topic=/org.eclipse.platform.doc.user/tasks/tasks-37.htm,help.eclipse.org,org
100353,message #306864,updates,Paul Webster,http://wiki.eclipse.org/index.php/The_Official_Eclipse_FAQs,wiki.eclipse.org,org
100362,message #306891,TreeViewer performace,Eclipse User,http://www.eclipsezone.com/eclipse/forums/t53983.html,www.eclipsezone.com,com
100363,message #306894,adding paren matching in editor,Dani Megert,https://bugs.eclipse.org/bugs/show_bug.cgi?id=149520,bugs.eclipse.org,org
100365,message #306903,tooltip rendering for ContributionItem vs. Action on GLCanvas,Grant Gayed,https://bugs.eclipse.org/bugs/enter_bug.cgi?product=Platform,bugs.eclipse.org,org
100374,message #306930,"Re: DB, EMF, IFile based editors and EFS",Eclipse User,http://wiki.eclipse.org/index.php/Talk:EFS,wiki.eclipse.org,org
100374,message #306930,"Re: DB, EMF, IFile based editors and EFS",Parvez,http://wiki.eclipse.org/index.php/EFS,wiki.eclipse.org,org
100387,message #306972,How add an accelerator key on ActionSet,Paul Webster,http://help.eclipse.org/help32/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/wrkAdv_keyBindings.htm,help.eclipse.org,org
100388,message #306975,Replacement for StringBufferInputStream,Eclipse User,http://bugs.sun.com/bugdatabase/view_bug.do,bugs.sun.com,com
100392,message #306986,easy (I hope) preference page question,Eclipse User,http://www.pocketmt.com,www.pocketmt.com,com
100392,message #306986,easy (I hope) preference page question,Eclipse User,http://www.pocketmt.com/demo/idm2.htm,www.pocketmt.com,com
100395,message #306989,ToolItem backed by Command,Stefan Kurzbach,http://wiki.eclipse.org/index.php/Platform_Command_Framework,wiki.eclipse.org,org
100395,message #306989,ToolItem backed by Command,Paul Webster,http://wiki.eclipse.org/index.php/Menu_Item_Placement_Examples,wiki.eclipse.org,org
100396,message #306991,Customize Eclipse IDE,Eclipse User,http://wiki.eclipse.org/index.php/Rich_Client_Platform,wiki.eclipse.org,org
100399,message #306999,Update site problems- Resulting configuration does not contain the platform,Ryan Hapgood,http://tomcat.htsoft.com/hitide_updates/,tomcat.htsoft.com,com
100399,message #306999,Update site problems- Resulting configuration does not contain the platform,Ryan Hapgood,http://www.htsoft.com,www.htsoft.com,com
100404,message #307014,tear off view,Eclipse User,http://java.sys-con.com/read/44574.htm,java.sys-con.com,com
100406,message #307016,Eclipse 3.2 + AIX 5.3 = javacore?,Eclipse User,http://download.eclipse.org/eclipse/downloads/drops/R-3.2-200606291905/index.php,download.eclipse.org,org
100406,message #307016,Eclipse 3.2 + AIX 5.3 = javacore?,Grant Gayed,http://download.eclipse.org/downloads/drops/R-3.2-200606291905/download.php?dropFile=eclipse-SDK-3.2-aix-motif.zip,download.eclipse.org,org
100406,message #307016,Eclipse 3.2 + AIX 5.3 = javacore?,Grant Gayed,https://bugs.eclipse.org/bugs/show_bug.cgi?id=139786,bugs.eclipse.org,org
100406,message #307016,Eclipse 3.2 + AIX 5.3 = javacore?,Grant Gayed,https://bugs.eclipse.org/bugs/enter_bug.cgi?product=Platform,bugs.eclipse.org,org
100407,message #307017,XML Editor Plugins,Eclipse User,http://www.eclipse.org/webtools/,www.eclipse.org,org
100407,message #307017,XML Editor Plugins,Eclipse User,http://www.eclipse.org/emf/docs.php?doc=tutorials/xlibmod/xlibmod.html,www.eclipse.org,org
100408,message #307019,problems deploying plugin,Paul Webster,http://wiki.eclipse.org/index.php/PDE,wiki.eclipse.org,org
100412,message #307025,NoClassDefFoundError when running w/ Junit Plugin Test launch,Michael Giroux,https://bugs.eclipse.org/bugs/show_bug.cgi?id=154562,bugs.eclipse.org,org
100413,message #307030,Open existing editor (e.g. JavaScriptEditor) with a non IFileEditorInput,Eclipse User,http://wiki.eclipse.org/index.php/FAQ_How_do_I_open_an_editor_on_something_that_is_not_a_file%3F,wiki.eclipse.org,org
100422,message #307048,Cross post from voice tools about V. T. P.,Eclipse User,http://www.opera.com/mail/,www.opera.com,com
100423,message #307051,Where to find Shared Images,Eclipse User,http://www.codehaus.org/%7Ebwalding/eclipse-icons/,www.codehaus.org,org
100426,message #307058,Open non workspace file in editor,Eclipse User,http://wiki.eclipse.org/index.php/FAQ_How_do_I_open_an_editor_on_a_file_outside_the_workspace%3F,wiki.eclipse.org,org
100428,message #307065,Prevent editor action 'New editor',Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=112293,bugs.eclipse.org,org
100430,message #307071,PDE build product headless - Cycle in classpath,Andrew Niefer,https://bugs.eclipse.org/bugs/show_bug.cgi?id=140681,bugs.eclipse.org,org
100433,message #307078,drawing on the eclipse editor,Eclipse User,http://www.jgrasp.org/,www.jgrasp.org,org
100433,message #307078,drawing on the eclipse editor,Eclipse User,http://www.opera.com/mail/,www.opera.com,com
100434,message #307083,IMarkers examples,Dani Megert,http://www.eclipse.org/articles/Article-Mark%20My%20Words/mark-my-words.html,www.eclipse.org,org
100435,message #307084,Disable logging,Raheel Ashraf,http://dev.eclipse.org/newslists/news.eclipse.birt/msg12005.html,dev.eclipse.org,org
100459,message #307161,update from eclipse 3.1.2 to 3.2 problem,Paul Webster,http://wiki.eclipse.org/index.php/FAQ_How_do_I_find_a_particular_class_from_an_Eclipse_plug-in%3F,wiki.eclipse.org,org
100473,message #307199,setTitleToolTip,Dani Megert,https://bugs.eclipse.org/bugs/show_bug.cgi?id=107772,bugs.eclipse.org,org
100482,message #307223,Can one somehow select a specific mirror for updating?,Roland Tepp,https://bugs.eclipse.org/bugs/,bugs.eclipse.org,org
100483,message #307227,IDocumentProviderExtension4,Paul Webster,http://wiki.eclipse.org/index.php/FAQ_How_do_I_find_a_particular_class_from_an_Eclipse_plug-in%3F,wiki.eclipse.org,org
100485,message #307231,Draft Eclipse Platform 3.3 plan is available,Eclipse User,http://www.eclipse.org/eclipse/development/eclipse_project_plan_3_3.html,www.eclipse.org,org
100485,message #307231,Draft Eclipse Platform 3.3 plan is available,Genady Beryozkin,http://www.genady.net/,www.genady.net,net
100485,message #307231,Draft Eclipse Platform 3.3 plan is available,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=154100,bugs.eclipse.org,org
100485,message #307231,Draft Eclipse Platform 3.3 plan is available,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=154077,bugs.eclipse.org,org
100486,message #307234,Security: Password stored in PreferenceStore?,Genady Beryozkin,https://bugs.eclipse.org/bugs/show_bug.cgi?id=22220,bugs.eclipse.org,org
100486,message #307234,Security: Password stored in PreferenceStore?,Genady Beryozkin,http://www.genady.net/,www.genady.net,net
100487,message #307235,plugin development question,Paul Webster,http://wiki.eclipse.org/index.php/Adaptor_Hooks,wiki.eclipse.org,org
100488,message #307246,CVS within Eclipse?,Paul Webster,http://wiki.eclipse.org/index.php/CVS_FAQ,wiki.eclipse.org,org
100489,message #307253,Quick CommonNavigator question.,Eclipse User,http://scribbledideas.blogspot.com/,scribbledideas.blogspot.com,blogspot.com
100491,message #307267,Why is org.eclipse.ui.preferences.WorkingCopyManager UI?,Paul Webster,https://bugs.eclipse.org/bugs/show_bug.cgi?id=82979,bugs.eclipse.org,org
100491,message #307267,Why is org.eclipse.ui.preferences.WorkingCopyManager UI?,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=3D82979,bugs.eclipse.org,org
100491,message #307267,Why is org.eclipse.ui.preferences.WorkingCopyManager UI?,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=3D154276,bugs.eclipse.org,org
100497,message #307281,Multiple Users,Paul Webster,http://help.eclipse.org/help32/index.jsp?topic=/org.eclipse.platform.doc.isv/reference/misc/multi_user_installs.html,help.eclipse.org,org
100498,message #307284,Re: question about Treeviewer implementation,Thomas Schindl,https://bugs.eclipse.org/bugs/show_bug.cgi?id=154329,bugs.eclipse.org,org
100499,message #307286,TableViewer.add() throws ArrayIndexOutOfBounds when SWT.VIRTUAL is turned on,Thomas Schindl,https://bugs.eclipse.org/bugs/show_bug.cgi?id=144406,bugs.eclipse.org,org
100499,message #307286,TableViewer.add() throws ArrayIndexOutOfBounds when SWT.VIRTUAL is turned on,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=154755,bugs.eclipse.org,org
100507,message #307311,Listening to Action execution?,Paul Webster,https://bugs.eclipse.org/bugs/show_bug.cgi?id=154130,bugs.eclipse.org,org
100508,message #307315,Re: adapting elver resource to IResource,Eclipse User,http://wiki.eclipse.org/index.php/EFS,wiki.eclipse.org,org
100512,message #307325,Plugins and console output,Eclipse User,http://wiki.eclipse.org/index.php/FAQ_How_do_I_write_to_the_console_from_a_plug-in%3F,wiki.eclipse.org,org
100513,message #307327,IDE features in an RCP or vice versa?,Matthias Basler,http://dev.eclipse.org/newslists/news.eclipse.tools/msg02712.html,dev.eclipse.org,org
100514,message #307328,How to contribute language pack corrections/where is the CVS repository?,Paul Webster,http://dev.eclipse.org/mailman/listinfo/platform-releng-dev,dev.eclipse.org,org
100515,message #307329,[Databinding] Virtual tables,Erkki Lindpere,http://wiki.eclipse.org/index.php/JFace_Data_Binding_TODO,wiki.eclipse.org,org
100515,message #307329,[Databinding] Virtual tables,Konstantin Scheglov,http://www.swt-designer.com,www.swt-designer.com,com
100518,message #307348,bugzilla 96838 status,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=96838,bugs.eclipse.org,org
100528,message #307382,control of view minimum size,Eclipse User,http://wiki.eclipse.org/index.php/FAQ_How_do_I_set_the_size_or_position_of_my_view%3F,wiki.eclipse.org,org
