filenumber,message_id,title,author_name,full_link,link_path,domain,top_level_domain
139534,message #439798,is there a preferred RCP mechanism for updating editors based on model-changes caused in a view?,venkataramana m,http://www.eclipsezone.com/eclipse/forums/m91955226.html,www.eclipsezone.com/eclipse,www.eclipsezone.com,com
123228,message #376309,oAW error :'Couldn't find operation....',Eclipse User,http://www.tu-harburg.de/~soet1085/SM,www.tu-harburg.de/~soet1085,www.tu-harburg.de,de
123228,message #376309,oAW error :'Couldn't find operation....',Eclipse User,http://www.w3.org/2001/XMLSchema,www.w3.org/2001,www.w3.org,org
801581,message #1410808,Trying to manually install mylyn using copy&paste for Ubuntu eclipse luna,Sam Davis,http://download.eclipse.org/mylyn/releases/latest,download.eclipse.org/mylyn,download.eclipse.org,org
131867,message #409632,validating the diagram while saving,Radomil Dvorak,http://www.opera.com/mail/,www.opera.com/mail,www.opera.com,com
764858,message #1367356,Failure of executing StupidModel,Jimin Hwa,http://download.eclipse.org/amp/updates/milestones,download.eclipse.org/amp,download.eclipse.org,org
44577,message #144542,calculations using two datasets,Eclipse User,http://www.eclipse.org/birt/phoenix/ref/ROM_Scripting_SPEC.pdf,www.eclipse.org/birt,www.eclipse.org,org
44577,message #144542,calculations using two datasets,Eclipse User,http://www.eclipse.org/birt/phoenix/deploy/reportScripting.php,www.eclipse.org/birt,www.eclipse.org,org
100675,message #307808,CVS weirdness,Michael Valenta,https://bugs.eclipse.org/bugs/show_bug.cgi?id=156155,bugs.eclipse.org/bugs,bugs.eclipse.org,org
126714,message #389445,OSGI questions,Rafael Chaves,http://osgi.org/osgi_technology/download_specs.asp,osgi.org/osgi_technology,osgi.org,org
126714,message #389445,OSGI questions,Jeff McAffer,https://bugs.eclipse.org/bugs/show_bug.cgi?id=65438,bugs.eclipse.org/bugs,bugs.eclipse.org,org
88943,message #275421,J2EE plug-ins,Jean Couillaud,http://www.jboss.org/index.html?module=html&op=userdisplay&id=developers/projects/jboss/jbosside,www.jboss.org/index.html?module=html&op=userdisplay&id=developers,www.jboss.org,org
88943,message #275421,J2EE plug-ins,Jean Couillaud,http://wiki.objectweb.org/eclipse-webtools/Wiki.jsp?page=ProjectLayout,wiki.objectweb.org/eclipse,wiki.objectweb.org,org
88943,message #275421,J2EE plug-ins,Eclipse User,http://www.myeclipseide.com/ContentExpress-display-ceid-15.html,www.myeclipseide.com/ContentExpress,www.myeclipseide.com,com
1081708,message #1744976,Cannot remove an explorer hierarchy attached to top of main editor window,Eric Rizzo,http://help.eclipse.org/neon/index.jsp?topic=%2Forg.eclipse.jdt.doc.user%2Freference%2Fref-java-editor-breadcrumb.htm,help.eclipse.org/neon,help.eclipse.org,org
628433,message #1220983,Suddenly multiple error messages,Eustace Fril,https://files.nyu.edu/emf202/public/jv/nataltransits.html,files.nyu.edu/emf202,files.nyu.edu,edu
628433,message #1220983,Suddenly multiple error messages,Eustace Fril,https://files.nyu.edu/emf202/public/js/spherical.html,files.nyu.edu/emf202,files.nyu.edu,edu
1084906,message #1756023,GDB debugging with OpenOCD in Eclipse Mars on Windows Machine,David Vavra,https://msdn.microsoft.com/en-us/library/cc704588.aspx,msdn.microsoft.com/en,msdn.microsoft.com,com
1084906,message #1756023,GDB debugging with OpenOCD in Eclipse Mars on Windows Machine,David Vavra,http://gnuarmeclipse.github.io/,http://gnuarmeclipse.github.io/,gnuarmeclipse.github.io,github.io
1084906,message #1756023,GDB debugging with OpenOCD in Eclipse Mars on Windows Machine,David Vavra,http://gnuarmeclipse.github.io/openocd/,gnuarmeclipse.github.io/openocd,gnuarmeclipse.github.io,github.io
1084906,message #1756023,GDB debugging with OpenOCD in Eclipse Mars on Windows Machine,David Vavra,http://gnuarmeclipse.github.io/debug/openocd/,gnuarmeclipse.github.io/debug,gnuarmeclipse.github.io,github.io
1084906,message #1756023,GDB debugging with OpenOCD in Eclipse Mars on Windows Machine,David Vavra,http://gnuarmeclipse.github.io/support/,gnuarmeclipse.github.io/support,gnuarmeclipse.github.io,github.io
1084906,message #1756023,GDB debugging with OpenOCD in Eclipse Mars on Windows Machine,David Vavra,http://gnuarmeclipse.github.io/support/forum/,gnuarmeclipse.github.io/support,gnuarmeclipse.github.io,github.io
52225,message #166857,Can one hooks the events of standard menu items,kiril mitov,http://help.eclipse.org/help32/topic/org.eclipse.platform.doc.isv/guide/wrkAdv_retarget.htm,help.eclipse.org/help32,help.eclipse.org,org
786108,message #1391712,There is a scroll problem with the RAP 2.2/2.3 in Chrome 35+,Arnaud MERGEY,http://rap.eclipsesource.com/demo/release/rapdemo/#gmaps,rap.eclipsesource.com/demo,rap.eclipsesource.com,com
786108,message #1391712,There is a scroll problem with the RAP 2.2/2.3 in Chrome 35+,Ivan Furnadjiev,https://bugs.eclipse.org/bugs/show_bug.cgi?id=435200,bugs.eclipse.org/bugs,bugs.eclipse.org,org
786108,message #1391712,There is a scroll problem with the RAP 2.2/2.3 in Chrome 35+,Ivan Furnadjiev,http://eclipsesource.com/blogs/,eclipsesource.com/blogs,eclipsesource.com,com
786108,message #1391712,There is a scroll problem with the RAP 2.2/2.3 in Chrome 35+,Ivan Furnadjiev,http://eclipsesource.com/services/rap/,eclipsesource.com/services,eclipsesource.com,com
786108,message #1391712,There is a scroll problem with the RAP 2.2/2.3 in Chrome 35+,Ivan Furnadjiev,https://bugs.webkit.org/show_bug.cgi?id=125070,bugs.webkit.org/show_bug.cgi?id=125070,bugs.webkit.org,org
786108,message #1391712,There is a scroll problem with the RAP 2.2/2.3 in Chrome 35+,Ivan Furnadjiev,https://wiki.eclipse.org/RAP/FAQ#Scrolling_looks_broken_in_Google_Chrome.2C_Safari_or_Opera,wiki.eclipse.org/RAP,wiki.eclipse.org,org
85563,message #265600,Having trouble committing a file,D. Alvarado,http://screencast.com/t/OSJMPolYF,screencast.com/t,screencast.com,com
85563,message #265600,Having trouble committing a file,Eclipse User,http://wiki.eclipse.org/index.php/User:Nickb,wiki.eclipse.org/index.php,wiki.eclipse.org,org
85563,message #265600,Having trouble committing a file,D. Alvarado,http://screencast.com/t/8nhlm7Z2j,screencast.com/t,screencast.com,com
102038,message #311603,is there a way to use the IWizardPage method performHelp()?,Paul E. Keyser,http://help.eclipse.org/help32/index.jsp,help.eclipse.org/help32,help.eclipse.org,org
203205,message #649401,[CDO] EClass id,Eike Stepper,https://bugs.eclipse.org/bugs/show_bug.cgi?id=332888,bugs.eclipse.org/bugs,bugs.eclipse.org,org
203205,message #649401,[CDO] EClass id,Eike Stepper,http://www.esc-net.de,http://www.esc-net.de,www.esc-net.de,de
203205,message #649401,[CDO] EClass id,Eike Stepper,http://thegordian.blogspot.com,http://thegordian.blogspot.com,thegordian.blogspot.com,blogspot.com
203205,message #649401,[CDO] EClass id,Eike Stepper,http://twitter.com/eikestepper,twitter.com/eikestepper,twitter.com,com
16140,message #51581,NPE when trying to work on SQL file,Lars Vogel,https://bugs.eclipse.org/bugs/show_bug.cgi?id=256997,bugs.eclipse.org/bugs,bugs.eclipse.org,org
16140,message #51581,NPE when trying to work on SQL file,Lars Vogel,http://www.vogella.de/eclipse.html,www.vogella.de/eclipse.html,www.vogella.de,de
16140,message #51581,NPE when trying to work on SQL file,Lars Vogel,http://www.vogella.de/articles/RichClientPlatform/article.html,www.vogella.de/articles,www.vogella.de,de
18598,message #59626,No. of Users in TPTP,Paul Slauenwhite,https://bugs.eclipse.org/bugs/enter_bug.cgi?classification=TPTP,bugs.eclipse.org/bugs,bugs.eclipse.org,org
574076,message #1162611,[EMFStore] command stack notification storms,Maximilian Koegel,http://eclipsesource.com/munich,eclipsesource.com/munich,eclipsesource.com,com
574076,message #1162611,[EMFStore] command stack notification storms,Edgar Mueller,https://bugs.eclipse.org/bugs/enter_bug.cgi?product=EMFStore,bugs.eclipse.org/bugs,bugs.eclipse.org,org
104103,message #317900,Can I please get a zoom text tool in eclipse!!!,Eclipse User,https://bugs.eclipse.org/bugs,bugs.eclipse.org/bugs,bugs.eclipse.org,org
194869,message #620492,JBI Deployment,Oisin Hurley,http://oisinh.wordpress.com,http://oisinh.wordpress.com,oisinh.wordpress.com,com
194869,message #620492,JBI Deployment,Vincent Zurczak,http://wiki.jasmine.objectweb.org/xwiki/bin/view/Main/WebHome,wiki.jasmine.objectweb.org/xwiki,wiki.jasmine.objectweb.org,org
194869,message #620492,JBI Deployment,Vincent Zurczak,http://www.ebmwebsourcing.com/forum/topic30.html,www.ebmwebsourcing.com/forum,www.ebmwebsourcing.com,com
194869,message #620492,JBI Deployment,Vincent Zurczak,http://petals.objectweb.org,http://petals.objectweb.org,petals.objectweb.org,org
39747,message #129230,Merge EMF (UML) Models,Pierre,http://dev.eclipse.org/newslists/news.eclipse.technology.emft/msg04924.html,dev.eclipse.org/newslists,dev.eclipse.org,org
39747,message #129230,Merge EMF (UML) Models,Pierre,http://www.eclipse.org/uml2/2.0.0/UML,www.eclipse.org/uml2,www.eclipse.org,org
39747,message #129230,Merge EMF (UML) Models,Laurent Goubet,http://dev.eclipse.org/viewcvs/index.cgi/org.eclipse.emf/org.eclipse.emf.compare/examples/org.eclipse.emf.compare.examples.standalone/?root=Modeling_Project,dev.eclipse.org/viewcvs,dev.eclipse.org,org
24644,message #79842,[Draw2D] Jagged lines,Eclipse User,http://remotejava.dyndns.org/draw2d/draw2d_init.png,remotejava.dyndns.org/draw2d,remotejava.dyndns.org,dyndns.org
24644,message #79842,[Draw2D] Jagged lines,Eclipse User,http://remotejava.dyndns.org/draw2d/draw2d_ugly1.png,remotejava.dyndns.org/draw2d,remotejava.dyndns.org,dyndns.org
24644,message #79842,[Draw2D] Jagged lines,Eclipse User,http://remotejava.dyndns.org/draw2d/draw2d_ugly2.png,remotejava.dyndns.org/draw2d,remotejava.dyndns.org,dyndns.org
24644,message #79842,[Draw2D] Jagged lines,Eclipse User,http://remotejava.dyndns.org/draw2d/gtktest.png,remotejava.dyndns.org/draw2d,remotejava.dyndns.org,dyndns.org
190270,message #603555,Re: Eclipse Swing forms designer,John Bailo,http://www.eclipse.org/vep/,www.eclipse.org/vep,www.eclipse.org,org
18778,message #60196,An entry point named 'default' does not exist.,Stefan  ,https://bugs.eclipse.org/bugs/show_bug.cgi?id=210235,bugs.eclipse.org/bugs,bugs.eclipse.org,org
87694,message #271976,swt documentation locally,Eclipse User,http://help.eclipse.org/galileo/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/ua_help_setup_infocenter.htm,help.eclipse.org/galileo,help.eclipse.org,org
21124,message #67762,Question about OCL example,Eclipse User,http://www.eclipse.org/modeling/mdt/downloads/?project=uml2&amp;sortBy=date,www.eclipse.org/modeling,www.eclipse.org,org
21124,message #67762,Question about OCL example,Eclipse User,http://www.eclipse.org/gmt/omcw/resources/chapter01/,www.eclipse.org/gmt,www.eclipse.org,org
9917,message #30430,How to use SDK to launch terminal window,Martin Oberhuber,https://bugs.eclipse.org/bugs/show_bug.cgi?id=185348,bugs.eclipse.org/bugs,bugs.eclipse.org,org
9917,message #30430,How to use SDK to launch terminal window,Martin Oberhuber,http://www.eclipse.org/dsdp/tm,www.eclipse.org/dsdp,www.eclipse.org,org
373413,message #908843,Annotations parsing in Eclipse view plugin,Stephan Herrmann,http://www.vogella.com/articles/EclipseJDT/article.html,www.vogella.com/articles,www.vogella.com,com
792532,message #1398966,New Class File,Dawid Pakula,http://p2-dev.pdt-extensions.org/,http://p2-dev.pdt-extensions.org/,p2-dev.pdt-extensions.org,org
792532,message #1398966,New Class File,Dawid Pakula,https://bugs.eclipse.org/bugs/show_bug.cgi?id=318164,bugs.eclipse.org/bugs,bugs.eclipse.org,org
106930,message #326925,Extension Point Schema,Manuel Selva,http://manuelselva.wordpress.com,http://manuelselva.wordpress.com,manuelselva.wordpress.com,com
106930,message #326925,Extension Point Schema,Paul Webster,http://wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org,org
106930,message #326925,Extension Point Schema,Paul Webster,http://wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org,org
106930,message #326925,Extension Point Schema,Paul Webster,http://wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org,org
106930,message #326925,Extension Point Schema,Paul Webster,http://wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org,org
106930,message #326925,Extension Point Schema,Paul Webster,http://help.eclipse.org/help33/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/workbench.htm,help.eclipse.org/help33,help.eclipse.org,org
327125,message #841640,Strange warning message in grammar editor,Cristiano Gaviao,http://c4biz.com/hawkdev/model/1.0/Behavior,c4biz.com/hawkdev,c4biz.com,com
504563,message #1085905,Clone a Git repository is slow,Andrey Loskutov,https://bugs.eclipse.org/bugs/show_bug.cgi?id=394078,bugs.eclipse.org/bugs,bugs.eclipse.org,org
201083,message #642097,Problems migrating to 4.1 (creating target platform),Daniel Ford,http://download.eclipse.org/e4/sdk/drops/S-4.1M3-201010291118/repository,download.eclipse.org/e4,download.eclipse.org,org
201083,message #642097,Problems migrating to 4.1 (creating target platform),Daniel Ford,http://download.eclipse.org/e4/sdk/drops/R-4.0-201007271520/repository,download.eclipse.org/e4,download.eclipse.org,org
201083,message #642097,Problems migrating to 4.1 (creating target platform),Paul Webster,http://wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org,org
201083,message #642097,Problems migrating to 4.1 (creating target platform),Paul Webster,http://wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org,org
201083,message #642097,Problems migrating to 4.1 (creating target platform),Paul Webster,http://wiki.eclipse.org/Platform_Expression_Framework,wiki.eclipse.org/Platform_Expression_Framework,wiki.eclipse.org,org
201083,message #642097,Problems migrating to 4.1 (creating target platform),Paul Webster,http://wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org,org
201083,message #642097,Problems migrating to 4.1 (creating target platform),Paul Webster,http://wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org,org
201083,message #642097,Problems migrating to 4.1 (creating target platform),Paul Webster,http://help.eclipse.org/galileo/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/workbench.htm,help.eclipse.org/galileo,help.eclipse.org,org
201083,message #642097,Problems migrating to 4.1 (creating target platform),Daniel Ford,https://bugs.eclipse.org/bugs/show_bug.cgi?id=331708,bugs.eclipse.org/bugs,bugs.eclipse.org,org
201083,message #642097,Problems migrating to 4.1 (creating target platform),Daniel Ford,http://download.eclipse.org/e4/sdk/drops/I20101202-915/repository,download.eclipse.org/e4,download.eclipse.org,org
201083,message #642097,Problems migrating to 4.1 (creating target platform),Daniel Ford,http://download.eclipse.org/eclipse/updates/3.7-I-builds/I20101130-0900,download.eclipse.org/eclipse,download.eclipse.org,org
104656,message #319710,display online help,David Kyle,http://help.eclipse.org/help32/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/ua_help_content.htm,help.eclipse.org/help32,help.eclipse.org,org
53836,message #171528,Supplied Connection,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=147823,bugs.eclipse.org/bugs,bugs.eclipse.org,org
53836,message #171528,Supplied Connection,Eclipse User,http://birtworld.blogspot.com/2005/12/using-supplied-connection-with-birt.html,birtworld.blogspot.com/2005,birtworld.blogspot.com,blogspot.com
112990,message #344685,Disable logging,Raheel Ashraf,http://dev.eclipse.org/newslists/news.eclipse.birt/msg12005.html,dev.eclipse.org/newslists,dev.eclipse.org,org
121318,message #370333,Mac OS X and Java 1.3.1,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=30021,bugs.eclipse.org/bugs,bugs.eclipse.org,org
100607,message #307600,[Dynamic Help Content] Problems with using XHTML in RCP,No real name,https://bugs.eclipse.org/bugs/show_bug.cgi?id=155408,bugs.eclipse.org/bugs,bugs.eclipse.org,org
1092924,message #1785868,Prepare Target Runtime for e4 e(fx)clipse Problem,Christian Eugster,http://download.eclipse.org/efxclipse/runtime-released/3.2.0/site,download.eclipse.org/efxclipse,download.eclipse.org,org
1092924,message #1785868,Prepare Target Runtime for e4 e(fx)clipse Problem,Thomas Schindl,https://wiki.eclipse.org/Efxclipse/Tutorials/Tutorial4,wiki.eclipse.org/Efxclipse,wiki.eclipse.org,org
1092924,message #1785868,Prepare Target Runtime for e4 e(fx)clipse Problem,Thomas Schindl,https://github.com/eclipse/efxclipse-rt/issues/206,github.com/eclipse,github.com,com
34343,message #111352,how gmf saves the output,Eclipse User,http://dev.eclipse.org/viewcvs/indextools.cgi/org.eclipse.emf/doc/org.eclipse.emf.doc/references/overview/EMF.html,dev.eclipse.org/viewcvs,dev.eclipse.org,org
9923,message #30470,Websphere does not start up with piAgent,Eclipse User,http://www.w3.org/2001/XMLSchema-instance,www.w3.org/2001,www.w3.org,org
121803,message #371842,native eclipse ?,Eclipse User,http://www-106.ibm.com/developerworks/java/library/j-nativegui/,www-106.ibm.com/developerworks,www-106.ibm.com,com
121803,message #371842,native eclipse ?,Eclipse User,http://java-gnome.sourceforge.net/,http://java-gnome.sourceforge.net/,java-gnome.sourceforge.net,net
121803,message #371842,native eclipse ?,Eclipse User,http://zclipse.org,http://zclipse.org,zclipse.org,org
72864,message #227757,java.lang.UnsupportedClassVersionError: junit/textui/TestRunner (Unsupported major.minor version 49.,Eclipse User,http://download.eclipse.org/eclipse/downloads/drops/I20060412-2041/eclipse-SDK-I20060412-2041-linux-gtk.tar.gz,download.eclipse.org/eclipse,download.eclipse.org,org
72864,message #227757,java.lang.UnsupportedClassVersionError: junit/textui/TestRunner (Unsupported major.minor version 49.,Eclipse User,http://emf.torolab.ibm.com/tools/emf/jdk14tests/2.2.0/N200604130040/200604130053/testlog.txt,emf.torolab.ibm.com/tools,emf.torolab.ibm.com,com
72864,message #227757,java.lang.UnsupportedClassVersionError: junit/textui/TestRunner (Unsupported major.minor version 49.,Eclipse User,http://www.artima.com/forums/flat.jsp?forum=1&thread=108274,www.artima.com/forums,www.artima.com,com
72864,message #227757,java.lang.UnsupportedClassVersionError: junit/textui/TestRunner (Unsupported major.minor version 49.,Eclipse User,http://forum.java.sun.com/thread.jspa?threadID=667600&messageID=3932387,forum.java.sun.com/thread.jspa?threadID=667600&messageID=3932387,forum.java.sun.com,com
72864,message #227757,java.lang.UnsupportedClassVersionError: junit/textui/TestRunner (Unsupported major.minor version 49.,Eclipse User,http://java.sun.com/j2se/1.5.0/docs/tooldocs/solaris/javac.html,java.sun.com/j2se,java.sun.com,com
72864,message #227757,java.lang.UnsupportedClassVersionError: junit/textui/TestRunner (Unsupported major.minor version 49.,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=136734,bugs.eclipse.org/bugs,bugs.eclipse.org,org
120757,message #368466,Export Report,Eclipse User,http://www.developer.com/xml/article.php/3732446,www.developer.com/xml,www.developer.com,com
120757,message #368466,Export Report,Eclipse User,http://sourceforge.net/projects/tribix/,sourceforge.net/projects,sourceforge.net,net
120757,message #368466,Export Report,Eclipse User,http://digiassn.blogspot.com/2007/08/birt-writing-emitter.html,digiassn.blogspot.com/2007,digiassn.blogspot.com,blogspot.com
236716,message #718757,Exception Description: Operation not supported: [instantiateForUnitOfWorkValueHolder],James,http://wiki.eclipse.org/EclipseLink,wiki.eclipse.org/EclipseLink,wiki.eclipse.org,org
236716,message #718757,Exception Description: Operation not supported: [instantiateForUnitOfWorkValueHolder],James,http://en.wikibooks.org/wiki/Java_Persistence,en.wikibooks.org/wiki,en.wikibooks.org,org
236716,message #718757,Exception Description: Operation not supported: [instantiateForUnitOfWorkValueHolder],James,http://java-persistence-performance.blogspot.com/,http://java-persistence-performance.blogspot.com/,java-persistence-performance.blogspot.com,blogspot.com
94683,message #290863,Wizard,Eclipse User,http://www.eclipse.org/articles/Article-JFace%20Wizards/wizardArticle.html,www.eclipse.org/articles,www.eclipse.org,org
94683,message #290863,Wizard,Eclipse User,http://www.eclipse.org/articles/Article-Builders/builders.html,www.eclipse.org/articles,www.eclipse.org,org
94683,message #290863,Wizard,Eclipse User,http://www.fuckinggoogleit.com/,http://www.fuckinggoogleit.com/,www.fuckinggoogleit.com,com
838836,message #1453711,How to call dialogs and wizard declared in e4xmi-file ?,Thomas Schindl,https://bugs.eclipse.org/bugs/show_bug.cgi?id=426111,bugs.eclipse.org/bugs,bugs.eclipse.org,org
1093331,message #1787194,EMF Forms custom file extension/file type,Jonas Helming,https://eclipsesource.com/blogs/tutorials/emf-forms-editors/,eclipsesource.com/blogs,eclipsesource.com,com
1093331,message #1787194,EMF Forms custom file extension/file type,Jonas Helming,http://eclipsesource.com/en/services/developer-support/,eclipsesource.com/en,eclipsesource.com,com
1093331,message #1787194,EMF Forms custom file extension/file type,Ben Gencarelle,https://eclipsesource.com/blogs/tutorials/emf-forms-view-model-elements/,eclipsesource.com/blogs,eclipsesource.com,com
1093331,message #1787194,EMF Forms custom file extension/file type,Ben Gencarelle,https://eclipsesource.com/blogs/emf-forms-custom-control-areas/,eclipsesource.com/blogs,eclipsesource.com,com
2328,message #6771,Re: Control.setParent() under Windows,Thomas Schindl,http://www.eclipse.org/albireo/,www.eclipse.org/albireo,www.eclipse.org,org
195761,message #623825,Standalone help - how to find the .toc files,Juergen Weber,http://help.eclipse.org/galileo/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/ua_help_setup_standalone.htm,help.eclipse.org/galileo,help.eclipse.org,org
195761,message #623825,Standalone help - how to find the .toc files,Juergen Weber,http://help.eclipse.org/galileo/topic/org.eclipse.platform.doc.isv/guide/ua_help_content.htm,help.eclipse.org/galileo,help.eclipse.org,org
195761,message #623825,Standalone help - how to find the .toc files,Juergen Weber,http://www.eclipse.org/articles/article.php?file=Article-AddingHelpToRCP/index.html,www.eclipse.org/articles,www.eclipse.org,org
82271,message #255481,Generating Resolved AST without a  Project,Olivier Thomann,https://bugs.eclipse.org/bugs/show_bug.cgi?id=206391,bugs.eclipse.org/bugs,bugs.eclipse.org,org
49130,message #157797,[CVS] changing branch without replacing?,Eclipse User,http://www.jibeinc.com,http://www.jibeinc.com,www.jibeinc.com,com
49130,message #157797,[CVS] changing branch without replacing?,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=41094,bugs.eclipse.org/bugs,bugs.eclipse.org,org
78354,message #243550,"In 3.3, how do we Enable HTTP proxy connection?",Eclipse User,http://eclipse-tools.sourceforge.net/updates/,eclipse-tools.sourceforge.net/updates,eclipse-tools.sourceforge.net,net
78354,message #243550,"In 3.3, how do we Enable HTTP proxy connection?",Eclipse User,http://m2eclipse.codehaus.org,http://m2eclipse.codehaus.org,m2eclipse.codehaus.org,org
78354,message #243550,"In 3.3, how do we Enable HTTP proxy connection?",Eclipse User,http://subclipse.tigris.org/update_1.2.x,subclipse.tigris.org/update_1.2.x,subclipse.tigris.org,org
27801,message #90317,Questions about 2.0 (and future deliverables),Eclipse User,http://www.opensymphony.com/quartz/,www.opensymphony.com/quartz,www.opensymphony.com,com
45415,message #146968,Spell check,Eclipse User,http://wordlist.sourceforge.net/,http://wordlist.sourceforge.net/,wordlist.sourceforge.net,net
45415,message #146968,Spell check,Eclipse User,http://aouw.org,http://aouw.org,aouw.org,org
45415,message #146968,Spell check,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=51445,bugs.eclipse.org/bugs,bugs.eclipse.org,org
45415,message #146968,Spell check,Eclipse User,http://www.catb.org/~esr/faqs/smart-questions.html,www.catb.org/~esr,www.catb.org,org
104979,message #320709,[DataBinding] Preventing model changes that are not actually different,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=180746,bugs.eclipse.org/bugs,bugs.eclipse.org,org
104979,message #320709,[DataBinding] Preventing model changes that are not actually different,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=205248,bugs.eclipse.org/bugs,bugs.eclipse.org,org
97728,message #299709,free vi plugin?,Eclipse User,http://www.satokar.com/viplugin/index.php,www.satokar.com/viplugin,www.satokar.com,com
239619,message #724307,starting eclips,Satyam Kandula,http://wiki.eclipse.org/Eclipse.ini#Specifying_the_JVM,wiki.eclipse.org/Eclipse.ini#Specifying_the_JVM,wiki.eclipse.org,org
42777,message #139114,[MWE]problems using mwe.utils.Reader with UML2 + profiles,ekkehard gentz,http://ekkes-corner.org,http://ekkes-corner.org,ekkes-corner.org,org
42777,message #139114,[MWE]problems using mwe.utils.Reader with UML2 + profiles,Sebastian Zarnekow,http://xtext.itemis.com,http://xtext.itemis.com,xtext.itemis.com,com
42777,message #139114,[MWE]problems using mwe.utils.Reader with UML2 + profiles,ekkehard gentz,https://bugs.eclipse.org/bugs/show_bug.cgi?id=284464,bugs.eclipse.org/bugs,bugs.eclipse.org,org
365222,message #890170,Toogle Button NO_FOCUS,Ivan Furnadjiev,http://eclipsesource.com/blogs/,eclipsesource.com/blogs,eclipsesource.com,com
365222,message #890170,Toogle Button NO_FOCUS,Ivan Furnadjiev,http://eclipsesource.com/services/rap/,eclipsesource.com/services,eclipsesource.com,com
