file_number,message_id,title,author
50475,message #161754,can I create a structure of a Project?,Marcos LÃ³pez
50476,message #161761,Connection pooling,Eclipse User
50477,message #161762,CheckboxTreeAndListGroup,Terry Chan
50478,message #161765,Converting VS projects to eclipse,Norbert PlÃ¶tt
50479,message #161766,Breakpoints in M9,John Howard
50480,message #161768,GEF & SWT,Eclipse User
50481,message #161769,How to migrate to WTP.,Kal Sze
50482,message #161770,plugin creation problem,Eclipse User
50483,message #161776,bars highlight,Thomas Escolan
50484,message #161779,What happened to the Install/Update perspective in 3.0?,Eclipse User
50485,message #161780,cvs 1.11.17 not supported by eclipse 3.1.0?,Eclipse User
50486,message #161784,Table header repeat - trying again,Eclipse User
50487,message #161789,Own special Grid,Eclipse User
50488,message #161794,ChartException: $NO-RB$ java.lang.NullPointerException,Eclipse User
50489,message #161799,remote debugging,Eclipse User
50490,message #161802,Installation Issues,Eclipse User
50491,message #161804,CDT refuses to generate a EXE,Eclipse User
50492,message #161806,How to checkout a file in Eclipse,Eclipse User
50493,message #161809,Do you have variable names starting with an underscore?,Russell Gonsalves
50494,message #161810,How to connect to MySQL 5.0 using Database Explorer,Eclipse User
50495,message #161816,draw2DCan figures of logic be added a Image without distortion?,Eclipse User
50496,message #161819,java.lang.reflect.InvocationTargetException --> Report Bigger?,Eclipse User
50497,message #161822,Are there resizable dialogs?,Eclipse User
50498,message #161828,cannot debug my application with CDT,Eclipse User
50499,message #161831,'No server type definition' for geronimo,Eclipse User
50500,message #161834,Problem whit ATL trasformation,Eclipse User
50501,message #161837,Java perspective navigator view,Eclipse User
50502,message #161842,How to eliminate server from generic server when a specific adapter is available.,Michael Giroux
50503,message #161843,[2.1RC2] Binding chart parameter to list doesn't work,Michael Meyer
50504,message #161846,Cannot open external editors from Eclipse,Eclipse User
50505,message #161852,Vote for Enhancement to Update to install eclipse project,Lawrence Mandel
50506,message #161856,java.lang.NoClassDefFoundError: org/eclipse/ui/ide/IDE,Eclipse User
50507,message #161859,dynamic images reflecting node state,Eclipse User
50508,message #161864,Specifying plugin locations at startup (-plugincustomization),Jimisola Laursen
50509,message #161870,Help ...  some error between runtime and debug time ??,veinson.fu
50510,message #161872,Missing dependencies in the generated make-file,Eclipse User
50511,message #161873,Inane Eclipse Question,Jason Chodakowski
50512,message #161877,Refator-Rename - update references,Eclipse User
50513,message #161880,Auto Indentation with gnu Indent ?,Max
50514,message #161886,IRunTask: create IReportDocument in memory,Eclipse User
50515,message #161887,WTP refactoring information,Eclipse User
50516,message #161891,Get connections to be drawed behind nodes,Eclipse User
50517,message #161892,Automated creation of workspace,Eclipse User
50518,message #161893,source line info,Jens Odborg
50519,message #161894,JNDI Datasource ???,Eclipse User
50520,message #161896,wtp-I200602240008 crashes in web service generation,Juergen Zimmermann
50521,message #161897,Shift-F2 / external Javadoc (shot self in foot),Eclipse User
50522,message #161901,Interaction with crossover office 5.0.,Wendell Nichols
50523,message #161906,Rotation of EditParts possible?,Eclipse User
50524,message #161909,Java 1.5/Eclipse M9+,Eclipse User
50525,message #161910,Ctags Indexer - Code Assist/Completion with structures,Dieter Raninger
50526,message #161912,report printing,Eclipse User
50527,message #161918,problem with cygwin1.dll,Eclipse User
50528,message #161919,Stop automatic Publishing,Alexandre Torres
50529,message #161921,GMF Problem -> nodes added are placed on top of each other in top-left hand corner,Eclipse User
50530,message #161925,Latest Drop I20040529: Eclipse Updatesite Not Found,Eclipse User
50531,message #161929,How to remove the defualt icon in the labels.,Mikai Yang
50532,message #161931,GEF training?,Eclipse User
50533,message #161934,REST web services,plork123
50534,message #161935,CDT Importing Project folder files.,Eclipse User
50535,message #161937,How to add a name to a connection in the diagram?,Mikai Yang
50536,message #161940,Changing getContentsPane(),Rob Grzywinski
50537,message #161941,Folding Bug?,Eclipse User
50538,message #161943,Eclipse GUI Addition/Modification & Cross-Compile.,Eclipse User
50539,message #161946,How to rotate a border item,Jaap Reitsma
50540,message #161951,Warnings and errors on 3.2,Eclipse User
50541,message #161952,WTP 1.0 - Sun AppServer 8.1 - debug,Eclipse User
50542,message #161957,how can i got Cygwin tools,Eclipse User
50543,message #161969,Stack Selection is MT safe?,Eclipse User
50544,message #161970,Customise BorderItemLocator & add CustomLocator,Eclipse User
50545,message #161971,using aspectj-15.2.jar with errors,Eclipse User
50546,message #161972,Appearance of package icon in Package Explorer,Hilde Roth
50547,message #161974,[ANN] WTP 1.0.1 Release is available!,David Williams
50548,message #161977,How to see global variables?,Eclipse User
50549,message #161980,Javadoc browsers?,Nachiketa Sahoo
50550,message #161981,Locking/Unlocking  the editor,Syed Rizvi
50551,message #161984,How do you run the GEF examples,Eclipse User
50552,message #161985,Building a library ?,Eclipse User
50553,message #161986,Multiple consoles for each java app?,Eclipse User
50554,message #161990,code generation-4 questions,Eclipse User
50555,message #161993,Regarding Application Development using Eclipse Rich Client Platform(SWT/JFace),Eclipse User
50556,message #161995,gmfmap,Eclipse User
50557,message #161997,Open Declaration,Eclipse User
50558,message #162002,Eclipse + Sun Java System Application Server?,Eclipse User
50559,message #162008,How to Get the project of the file currently edited,Eclipse User
50560,message #162012,container border not shown by default any more?,paolo russian
50561,message #162020,command execution in a property update dialog,Eclipse User
50562,message #162025,Question about new Button in Toolbar in 3.0 M5,Eclipse User
50563,message #162029,setting focus in Wizard,Eclipse User
50564,message #162030,publishing Birt Reports,Eclipse User
50565,message #162032,Missing make dependencies with non-standard tool chain,Eclipse User
50566,message #162033,CVS 1.12.2 and Eclipse 3.0 M5: Errors,Eclipse User
50567,message #162034,Super newbie question,paolo russian
50568,message #162037,The most basic newbie question possible,Eclipse User
50569,message #162039,Console has disappeared!?,Eclipse User
50570,message #162040,CDT Indexer Problem,Eclipse User
50571,message #162042,How to Get the Real Size of a Figure,Eclipse User
50572,message #162043,cvs aliases in Eclipse,Eclipse User
50573,message #162045,Cant get Dynamic Image (BLOB based) to work,Rob Mellor
50574,message #162054,Preferencpage Bug?,Eclipse User
50575,message #162055,Formatting numeric data in a String,Eclipse User
50576,message #162065,Visualize connections when Source and Target(EditParts) are the same.,Eclipse User
50577,message #162067,ftp ant task in M9?,Vasil Panushev
50578,message #162069,'exporting' a workspace,Eclipse User
50579,message #162074,class not found,Eclipse User
50580,message #162075,Paint in FieldCompartment,Eclipse User
50581,message #162077,CHKJ3000E: WAR Validation Failed: java.lang.NullPointerException,Erik Weibust
50582,message #162078,Enable/Disable options,Eclipse User
50583,message #162079,can't find IQueryResults class inbirt-runtime-2.1RC1a.zip,Eclipse User
50584,message #162082,getting a resource from java (Markers),Eclipse User
50585,message #162083,html reports with embedded .img paths don't show the images on firefox 1.5.0.3,Mike Boyersmith
50586,message #162085,Can't configure JBoss 4.0.x,Vincent Jenks
50587,message #162086,UnsatisfiedLinkError,Eric Kolotyluk
50588,message #162087,Modifying the Flow example,Eclipse User
50589,message #162088,What is the format of the saved diagram?,Mikai Yang
50590,message #162089,Java Preprocessor,Eugeny N Dzhurinsky
50591,message #162094,missing ant-tasks in webtools,Thomas Fischer
50592,message #162096,Why does the arrow decoration of a link not display?,Mikai Yang
50593,message #162098,cout not working until subsequent cin under LINUX but works correctly on XP using CYGWIN,Trevor McLeod
50594,message #162099,Access Data Row in Master Page Header/Footer,Kai
50595,message #162100,Selecting/moving a Figure within a Figure,Eclipse User
50596,message #162103,WS Security and WebTools,Emmanuel Wurth
50597,message #162109,Eclipse 3.2 x86_64 won't start,Eclipse User
50598,message #162111,editpart suport page setup,Eclipse User
50599,message #162114,msp430-gcc,Eclipse User
50600,message #162118,EclipseM5/4 crash at startup,Noam Seker
50601,message #162119,WTP Api reference,Eclipse User
50602,message #162125,"Managed Make for mixed C++ and C files, problem with",Eclipse User
50603,message #162127,View with treeview & linked message,No real name
50604,message #162129,Custom CSS,Eclipse User
50605,message #162136,Launching Eclipse from a java application...,Eclipse User
50606,message #162138,How can I add some text to link end in the diagram?,Mikai Yang
50607,message #162139,WTP1.0.x and .deployables,Eclipse User
50608,message #162142,Regarding error during linking managed project,Eclipse User
50609,message #162145,Empty contribution site,Hilde Roth
50610,message #162149,Why DiagramPrinter does not take existing DiagramEditPart instance?,Li Ding
50611,message #162151,Undefined reference,Eclipse User
50612,message #162152,Passing -source 1.5 to javac..how ?,Eclipse User
50613,message #162154,property view,Eclipse User
50614,message #162155,Workbench operations - cut/copy/paste/undo/redo not working,sushil ojha
50615,message #162157,How can make the compartment seperator extend along with its containing figure?,Mikai Yang
50616,message #162159,Problem with cin and cout,mc_plectrum
50617,message #162162,How to debug JSP file with WTP 1.0.1 and Weblogic 8.1.4?,Eclipse User
50618,message #162165,Could not find the main class,Hilde Roth
50619,message #162168,BIRT 2.1RC2 - visibility problem with Total.count()  - totalCountNOK.rptdesign (0/1),FrÃ©dÃ©ric Ferrant
50620,message #162172,How can I add editable text to the link end?,Mikai Yang
50621,message #162173,can not add a breakpoint in Eclipse,Eclipse User
50622,message #162174,How to get indexer parsing subdirectory of include path properly ?,Eclipse User
50623,message #162176,BIRT 2.1RC2 - visibility problem with Total.count()  - totalCountNOK.rptdesign (1/1),FrÃ©dÃ©ric Ferrant
50624,message #162178,Associate File Extension,Eclipse User
50625,message #162184,error end document html,Eclipse User
50626,message #162187,java.home problem,Eclipse User
50627,message #162189,GMF and XML,Eclipse User
50628,message #162194,Overlaping figures,WojT
50629,message #162195,struts projects,Eclipse User
50630,message #162198,Why my decoration not work?,Eclipse User
50631,message #162199,Debug Mode and websphere,Harley
50632,message #162200,parallel child references / link mapping,Eclipse User
50633,message #162201,On tomcat4,Eclipse User
50634,message #162206,Non printable layer and Outline Overview,Eclipse User
50635,message #162209,Integrate EMF into RCP GMF application,Eclipse User
50636,message #162210,Dali in a WTP Build?,Ali Murtaza Manji
50637,message #162214,Selection in outline view and editor,Eclipse User
50638,message #162216,How to print out a message to the status bar?,Eclipse User
50639,message #162219,Make an editor readonly thru API,Eclipse User
50640,message #162220,Specify crossContext=true for tomcat?,Barry Kaplan
50641,message #162221,Declaration View,Ali Burak Kulakli
50642,message #162222,A question about logic.,Eclipse User
50643,message #162226,test,Eclipse User
50644,message #162229,Relative Newbie - Full web project in webservice context?,Dave Belfer-Shevett
50645,message #162233,Streamed XML source,Eclipse User
50646,message #162234,eclipse internal browser applet problems,Eclipse User
50647,message #162242,LDAP reporting using Birt,Eclipse User
50648,message #162243,SWT/JFace Tutorial,Eclipse User
50649,message #162248,startup the DesignEngine,Oliver Krohne
50650,message #162249,ClassNotFoundExceptions when running my plugin,Eclipse User
50651,message #162250,dragging element disappears with this line,paolo russian
50652,message #162252,build with mspgcc,Eclipse User
50653,message #162255,Any books for GEF / draw2D scheduled ?,Florian Georg
50654,message #162256,Multipage editor similar to plugin manifest editor,Eclipse User
50655,message #162259,Stored Procedure,Eclipse User
50656,message #162265,Remove file from Eclipse project,Eclipse User
50657,message #162266,Menus specific to a perspective,Eclipse User
50658,message #162268,one from two,Eclipse User
50659,message #162269,stored procedure,Eclipse User
50660,message #162271,Getting call graph info,Benjamin Livshits
50661,message #162273,"Indexer reports ""No declaration was found""",Eclipse User
50662,message #162278,stored Procedure,Eclipse User
50663,message #162279,"An internal error occurred during: ""Launching"". running JUnit tests in 3.0M9",Jim McMaster
50664,message #162286,Scripted DataSEt Parameters : script access,Thomas Escolan
50665,message #162287,JSP editing,Eclipse User
50666,message #162288,hook for ctrl + left mouse button (LMB),dee55
50667,message #162297,Unable to open eclipse help content,Eclipse User
50668,message #162300,CDT + GLUT/OpenGL,Eclipse User
50669,message #162302,Search function in reportdesign perspective does not work?,mr. burns
50670,message #162308,servlet works fine with wtp but not with tomcat alone,Eclipse User
50671,message #162312,team synch in M9,Eclipse User
50672,message #162315,birt unicode,Jayanta
50673,message #162316,CDT on Windows does not quote arguments to GDB,Eclipse User
50674,message #162318,Validation for xsd:datetime,Eclipse User
50675,message #162319,Using CVS with UNIX text format on Windows,Andreas Schildbach
50676,message #162321,RCP and GEF: Cannot open editor,Christian Hauser
50677,message #162322,Visbility of nodes and their children,Eclipse User
50678,message #162323,Template question,mr. burns
50679,message #162324,CDT makefile generator,Eclipse User
50680,message #162325,Migrating from Eclipse 3.1.2 to 3.2,Eclipse User
50681,message #162327,New -> FIle,Maxime Poulin
50682,message #162328,Breakpoint issues in M9,Eclipse User
50683,message #162332,Make runner usage,Eclipse User
50684,message #162340,correct order of inc dirs plug in development,Eclipse User
50685,message #162341,Equinox - First Steps,Eclipse User
50686,message #162347,sharing a cvs tree with other tools,Eclipse User
50687,message #162350,init() method for a deployed webservice?,Dave Belfer-Shevett
50688,message #162353,Adding layout manager,Eclipse User
50689,message #162354,Implement Team with New Perspective,Mike Winston
50690,message #162355,sharing a cvs tree with other tools,Eclipse User
50691,message #162356,"my cdt not works with the error ""Lauch failed no binaries""",Eclipse User
50692,message #162365,JUnit suites for multiple packages?,Eclipse User
50693,message #162371,How can I see the cmd line for launching a prgm?,Eclipse User
50694,message #162373,Filters,Zohar Amir
50695,message #162376,About creating an Image,Eclipse User
50696,message #162380,How do I use CDT with existing build scripts?,Eclipse User
50697,message #162381,build/version  and web tools?,Eclipse User
50698,message #162383,Is it posible to open FileDownloadDialogBox  from the reportfile?,Gayatri Bora
50699,message #162385,Cannot install PDE JUnit plugin,Eclipse User
50700,message #162389,Howto include a new plugin in the catalogue?,Eclipse User
50701,message #162391,Dynamic report,StÃ©phane Claes
50702,message #162395,Web Services Explorer: How to reopen ?,Juergen Zimmermann
50703,message #162396,test,Eclipse User
50704,message #162399,stepping through libstdc++,Eclipse User
50705,message #162400,Maven plugin for Eclipse,Omair-Inam Abdul-Matin
50706,message #162405,File / Open Hot Key,Eclipse User
50707,message #162408,error html,Eclipse User
50708,message #162409,Webapp ContextListeners being instantiated twice by tomcat,Barry Kaplan
50709,message #162410,How can I make the child figure resize along with the containing figure?,Mikai Yang
50710,message #162411,How to handle a delete command that needs to prompt user?,Eclipse User
50711,message #162412,Code assist implementation/design in CDT/JDT,Eclipse User
50712,message #162413,Ant task locks Eclipse Launching:,Dean Schulze
50713,message #162414,"Problems extracting ""eclipse-SDK-3.2-win32.zip""",Eclipse User
50714,message #162415,URGENT - Example JavaEditor doesn't work,Eclipse User
50715,message #162416,How to set a different name for file when getting preview as pdf ?,No real name
50716,message #162421,javadoc view blank?,Nachiketa Sahoo
50717,message #162427,SourceLookUp Tab,Eclipse User
50718,message #162429,"Question about semantics of ""Project references"" and ""Export"" of the ""Order",Eclipse User
50719,message #162435,no selection feedback / resize handles with ResizableEditPolicy,Ulrich KÃ¼ster
50720,message #162436,Experience with Solaris on x86,Miroslav Šimko
50721,message #162438,customising Eclipse editor GUI,Eclipse User
50722,message #162440,Contributing tabs and sections to the WSDL Editor,Mihnea Galeteanu
50723,message #162443,Failing update while using the Update Manager,Eclipse User
50724,message #162447,When is .settings/.component updated?,Barry Kaplan
50725,message #162448,How to add figures programmatically,Christian Hauser
50726,message #162450,Report Engine on 2.1RC,Eclipse User
50727,message #162452,"Update Mgr says ""no updates""?",Eclipse User
50728,message #162454,hacking on CDT -- building inside Eclipse?,Eclipse User
50729,message #162458,code formatter - avoid new line after braces,Eclipse User
50730,message #162462,could not find API doc for GenericServer,Lin Sun
50731,message #162464,Is it possible to map one domain model to different canvas?,Mikai Yang
50732,message #162465,Remote builder for CDT,Eclipse User
50733,message #162474,Don't grok how to use CVS from Eclipse,Eclipse User
50734,message #162490,TableViewer Newbie  how can ContentProvider refresh  just 1 column or 1 c,Eclipse User
50735,message #162492,Use differences view from keyboard?,Eclipse User
50736,message #162495,How can I create a choice box for editing model attribute with an Enumemration type?,Mikai Yang
50737,message #162499,Editor Usage,Eclipse User
50738,message #162503,"What are the major alignment, minor alignment, major spacing, minor spacing, match minor size in the",Mikai Yang
50739,message #162507,IE DND,Eclipse User
50740,message #162510,GEF Logic Example,Eclipse User
50741,message #162517,Eclipse 3.2 in Ubuntu Linux,Eclipse User
50742,message #162518,Is it possible to validate XML with xinclude using WTP?,Eclipse User
50743,message #162520,JUnit equals compare view,Eclipse User
50744,message #162532,Report parameters extension,Huynh
50745,message #162533,CDT with Microsoft compiler,Eclipse User
50746,message #162537,Problems using gmake and existing makefile,Eclipse User
50747,message #162540,WTP 1.0.1 Tomcat Lifecycle - How does it all work?,Eclipse User
50748,message #162544,Eclipse versus existing source control environment,Eclipse User
50749,message #162545,one out of two,Eclipse User
50750,message #162549,More Advanced Sorting,floor
50751,message #162551,web.xml error,Zohar Amir
50752,message #162552,formatting a ICompilationUnit in a plugin.,Eclipse User
50753,message #162553,XML annotations,Eclipse User
50754,message #162554,System.out from a plugin,Eclipse User
50755,message #162560,3M9 - very unstable (with 1.5),Eclipse User
50756,message #162562,Windows Next Editor: Ctrl + Tab,Josh Martin
50757,message #162567,can't view PDF,Eclipse User
50758,message #162570,RPC WorkbenchAdvisor.getDefaultWindowInput(),Sten Ernerot
50759,message #162574,WebService method that returns complex type,Eclipse User
50760,message #162584,how to get IJavaProject from IProject (Dynamic Web Project),Eclipse User
50761,message #162591,"3.2 , navigator view, problem marker",Eclipse User
50762,message #162592,what's the criterion for a clickable location?,Michael Moser
50763,message #162593,Blocking socket calls on UI thread,Cameron Bateman
50764,message #162599,java debug view : how to get the editor to show my steps?,Eclipse User
50765,message #162600,Event worked in Windows ... why not Linux,David Whitehurst
50766,message #162604,wtp downloads,Alan Lewis
50767,message #162607,Finding a node in a tree,Cal
50768,message #162612,WTP 1.0.1 Flexible Project Support - How to include non Java resources from another project?,Brian Guan
50769,message #162614,how to manipulate DataSet results,Eclipse User
50770,message #162623,"3.2 run on fedora5, cvs module name doesn't support chinese?",Dato
50771,message #162628,Searching,Eclipse User
50772,message #162631,How to get a path of file I'am currently editing?,Eclipse User
50773,message #162632,"if you tweak a plugin.xml, how to make it be seen?",Eclipse User
50774,message #162640,RE: Web-based UI,Mark Melia
50775,message #162642,how to set the rooteditpart's size.,Eclipse User
50776,message #162643,Eclipse Mac OS X Carbon crashes because of entering Filesystem,Eclipse User
50777,message #162645,web.xml - missing resource again?,Zohar Amir
50778,message #162647,Folding - Why does it function only with few files?,Eclipse User
50779,message #162661,incorrect parsing of include files,Eclipse User
50780,message #162663,Using arabic with eclipse,Eclipse User
50781,message #162666,How to contribute classes to another plugin,Thorsten SchÃ¤fer
50782,message #162668,[format] how to programmatically format an entire Java source file?,Tom Roche
50783,message #162670,No debug symbols in CDT,Eclipse User
50784,message #162671,Eclipse GUI builder for C++ Qt/Motif/GTK finding,Peter Fodrek
50785,message #162677,how to add web module to a project,Eclipse User
50786,message #162678,CDT multithread debug with GDB,Eclipse User
50787,message #162679,Running Java App in Eclipse 3.2,Eclipse User
50788,message #162680,When getCreateCommand() will be called?,Eclipse User
50789,message #162682,Special Grid in EditorCanvas,Eclipse User
50790,message #162683,Some question about Rich Client Platform on Eclipse M5?,Eclipse User
50791,message #162685,External Jars Bug + Workaround,Eclipse User
50792,message #162694,wtp and Eclipse 3.2M5,Eclipse User
50793,message #162697,subreport problem in 2.0.1,Eclipse User
50794,message #162699,Problem with IJavaElementDelta,student
50795,message #162700,CDT Debugger hangs eclipse,Wendell Nichols
50796,message #162702,Displaying a Preference Page programmatically,Eclipse User
50797,message #162703,WTP 1.0.1 and AJDT 1.3,Dieter Scholz
50798,message #162705,One Label with two Features,No real name
50799,message #162706,MY first report and my first problem !!!,Eclipse User
50800,message #162708,wxGTK integration in Eclipse 3.1.1 problems!,Eclipse User
50801,message #162709,createLineBreakpoint,Eclipse User
50802,message #162710,How does editor link to contentoutline,Cal
50803,message #162713,EditorCanvas background image,Eclipse User
50804,message #162714,[2nd chance] My First Report and my first error,Eclipse User
50805,message #162715,whether this feature is in eclipse,Eclipse User
50806,message #162717,What's with the funky text insertion cursor in M5?,Eclipse User
50807,message #162718,eclipse 3.2/Calisto updates routinely fail @ /gmf/update-site/. how to fix?,Eclipse User
50808,message #162722,Guide/Gymnast eclipse tools,Eclipse User
50809,message #162723,"trying to call java class, but screwed",Eclipse User
50810,message #162725,Import files in M9,Eclipse User
50811,message #162726,Programatically associating a EditorPart to a domain/model object,Derrick Kittler
50812,message #162727,About connections,Eclipse User
50813,message #162728,Java2WSDL Problem,Eclipse User
50814,message #162730,No rule to make target `all',Eclipse User
50815,message #162731,IProcess,Eclipse User
50816,message #162733,Action not implemented,Eclipse User
50817,message #162736,RDB StandAlone UnitTest?,Pranas
50818,message #162737,GMF and RAP,Eclipse User
50819,message #162740,Report engine cannot create pdf emitter,Eclipse User
50820,message #162742,"""space"" character between option and argument - howto?",Eclipse User
50821,message #162745,disable cut copy paste for a node,Eclipse User
50822,message #162746,toString() generator available?,Eclipse User
50823,message #162750,Mangaged make MACRO,Eclipse User
50824,message #162749,garbled Hello!,Chris Leaver
50825,message #162753,Print Button in frameset,Kurt Knippschild
50826,message #162759,SAX2 driver class org.apache.xerces.parsers.SAXParser not found,Eclipse User
50827,message #162764,Language Packs 3.2.x,Eclipse User
50828,message #162769,RemoteFile navigation,Channing Walton
50829,message #162770,Setting tool from a tool bar,Eclipse User
50830,message #162772,Eclipse automatically creates build path errors,Eclipse User
50831,message #162775,birt_tomcat,Eclipse User
50832,message #162776,"disable ""connection"" tooltip",paolo russian
50833,message #162778,"multipageeditor, one editdomain and the palette",Eclipse User
50834,message #162779,JBOSS 4.0.3SP1 and wtp 1.0.1,Eclipse User
50835,message #162787,Adding extensions to the wizard that creates a new Xdoclet EJB in a WTP EJB project.,Gary Mohr
50836,message #162791,How's your M5 experience?,Eclipse User
50837,message #162792,generic question,paolo russian
50838,message #162795,standard include path,Eclipse User
50839,message #162796,Unable to start eclipse - cannot create jvm,No real name
50840,message #162801,how to add other tabs in properties view,Eclipse User
50841,message #162802,can i use GEF JUnit Plugin Tests and Automated Testing Framework to test my gef app?,Eclipse User
50842,message #162803,Excluding sub directories from build,Eclipse User
50843,message #162804,Change Web Content directory name??,Duncan Doyle
50844,message #162805,HTML JSP MySQL,Eclipse User
50845,message #162809,java.lang.ExceptionInInitializerError,Eclipse User
50846,message #162810,Custom build step causes null pointer exception in addFragmentMakefileEntriesForSource(),Eclipse User
50847,message #162813,display selected console disabled in M9?,Eclipse User
50848,message #162816,How to split a chart ?,Eclipse User
50849,message #162820,file paths too long in 1.5M5,teknokrat
50850,message #162824,Running GEF Shapes Example in Run-Time Workbench: java.lang.ExceptionInInitializerError,Eclipse User
50851,message #162826,"""global"" options - Visibility of options spread over multiple tools",Eclipse User
50852,message #162828,chart output in SVG format,Eclipse User
50853,message #162831,How to get the real names for vars in codepopup,Eclipse User
50854,message #162833,Draw2d Figures with transparency,Eclipse User
50855,message #162834,cygwin / gcc error...,Eclipse User
50856,message #162835,Problem with compartment,Eclipse User
50857,message #162842,output to separate terminal in linux,Eclipse User
50858,message #162844,Cannot publish to the server,Eclipse User
50859,message #162845,is there any sense of a project file ?,Eclipse User
50860,message #162848,print report,Eclipse User
50861,message #162850,CDT + GLUT,Eclipse User
50862,message #162855,Setting the color of a compartment,Tor Neple
50863,message #162863,'org.eclipse.birt.report.data.oda.jdbc_2.0.0' is not found!,Eclipse User
50864,message #162866,How is the .gmfgen model generated?,Eclipse User
50865,message #162876,Empty Server List and Download Problems,Eclipse User
50866,message #162879,Row border of a Table,Eclipse User
50867,message #162881,[HOW-To] Using Microsoft Visual C with CDT Managed build,Eclipse User
50868,message #162882,problem creating classes,Eclipse User
50869,message #162884,jsp changes only after server restart,Eclipse User
50870,message #162888,Drop down box for returned rows?,Eclipse User
50871,message #162889,Editor in CDT,Eclipse User
50872,message #162891,'override and commit' option in CVS view,Eclipse User
50873,message #162892,export filter,Zohar Amir
50874,message #162898,#include directives and libraries,Eclipse User
50875,message #162900,Validating XML with other file suffixes,Noel Bush
50876,message #162904,Any success passing Datetime as parameter balue to frameset viewer?,AJ
50877,message #162912,Adding child not supported by GMF,Eclipse User
50878,message #162915,DONT KNOW HOW TO USE CDT,Eclipse User
50879,message #162920,Connecting two nodes makes them disappear,Eclipse User
50880,message #162922,sort by code,Eclipse User
50881,message #162923,build questions,Eclipse User
50882,message #162927,ECLIPSE2.1 Problems viewing Java Source - Class Not Def Error,Eclipse User
50883,message #162931,How to create a custom editor from the SSE editor?,Eclipse User
50884,message #162932,"Attempt to activate a disabled plug-in: ""x.y.z.plugin""",Eclipse User
50885,message #162934,java code format when opening/saving,Eclipse User
50886,message #162936,How to refresh decorators?,Nicolai Kamenzky
50887,message #162937,Bug in JUnit TestSuite?,Michael Olan
50888,message #162938,How to  specify a rptdedign file to open on startup of the rcp designer ?,Eclipse User
50889,message #162941,About drag and drop,Eclipse User
50890,message #162943,how to step through code in the debugger,Eclipse User
50891,message #162944,Newline + Indenation after { and no closing brackets...,Hero Wanders
50892,message #162947,Excel Export as PDF and HTML,Hakan GONEN
50893,message #162950,How to tell if CDT installed?  Nothing when compiling.,Eclipse User
50894,message #162953,Re: Eclipes deleted my files. HELP!!!,Eclipse User
50895,message #162959,Who is responsible?,paolo russian
50896,message #162958,CDT causing GDB to Crash?,Eclipse User
50897,message #162961,Tabbed Editor Silliness,Eclipse User
50898,message #162963,"wtp and .properties files, specifically log4j",Eclipse User
50899,message #162966,using existing CVS project,Eclipse User
50900,message #162967,Pseudo-elements and -classes in css?,Peter Fopma
50901,message #162968,GEF editor,Eclipse User
50902,message #162969,Modifying position from IGraphicalEditPart,Eclipse User
50903,message #162970,want to get started writing an editor,Eclipse User
50904,message #162971,server-config.wsdd Missing (JBOSS 4.0.3 with WTP 1.0.1),Eclipse User
50905,message #162972,"I followed example, created make file, but nothing when build all",Eclipse User
50906,message #162977,Source Formatter Behavior With Chain Style Statement,yuhao
50907,message #162979,java proxy for web service client,Eclipse User
50908,message #162981,GEF and Keyboard,WojT
50909,message #162987,WTP 1.01 update site install problem,Eclipse User
50910,message #163001,Code Completion,Eclipse User
50911,message #163002,How can I use global cut/copy/paste/undo/redo with eclipse views,sushil ojha
50912,message #163007,Problems (as FastView) View does not appear when problem occurs,Eclipse User
50913,message #163008,Problem when creating Mapping Model,Mark Melia
50914,message #163010,When adding library to project...functionality question,Eclipse User
50915,message #163018,How to debug why setEditable() is not working,Syed Rizvi
50916,message #163019,Question on upgrading Eclipse,Ulrich Scholz
50917,message #163020,libs are thrown out of classpath,Zohar Amir
50918,message #163023,"confusion over jdt Markers - how much due to compiler, how much to AST syntax analysis?",asjf
50919,message #163024,"MBS: Options of Type ""lib"" don't work",Simon Bitschnau
50920,message #163025,question about compartment,Eclipse User
50921,message #163028,Problem Using WebDAV and FTP,"Sejong,LEE"
50922,message #163032,Binding an Output Stream to a view,Eclipse User
50923,message #163033,[ANN] M5 Support for SWT Designer & CodePro Available,Eric Clayberg
50924,message #163036,Problems after upgrade,David Goodenough
50925,message #163035,Reading files from a plugin,Eclipse User
50926,message #163042,Connection(Edge) remove pro grammatically,Eclipse User
50927,message #163051,"Graphical definition of ""modules"" with top and bottom pins",Eclipse User
50928,message #163053,call java,Eclipse User
50929,message #163056,Automatic Refresh,Eclipse User
50930,message #163060,how can I make the size of a figure adjustable to the canvas?,Mikai Yang
50931,message #163061,Line Numbers,Rob Dingwell
50932,message #163063,proxy.eclipse.org timeout,Eclipse User
50933,message #163064,I don't found BasicTextEditorActionContributor.java,Eclipse User
50934,message #163066,Getting references from IType,Teemu Kanstren
50935,message #163065,Multiple users with different compilers and setting,Eclipse User
50936,message #163070,JDT Java Elements,Eclipse User
50937,message #163076,jsp include WebViewer,Eclipse User
50938,message #163079,Eclipse crashes easily,Eclipse User
50939,message #163080,Cheetah features and schedule,Steven Buroff
50940,message #163081,how to disable posibility to resize elements?,Eclipse User
50941,message #163088,Cyclical Dependenices,Eclipse User
50942,message #163089,Why my getOrphanChildrenCommand() never be called?,Eclipse User
50943,message #163094,Error on Startup,Eclipse User
