file_number,message_id,title,author,author_link,author_id
44047,message #143071,Class not found in deployed plug-in,Richard Hable,index.php?t=usrinfo&id=3428&,3428
44048,message #143072,How to Create Reports using Stored Procedures,Eclipse User,/donate,0
44049,message #143075,"About  extension  ""org.eclipse.ve.java.core.style""",Eclipse User,/donate,0
44050,message #143076,Where is the CDT API reference pages for contributing to CDT?,Eclipse User,/donate,0
44051,message #143077,where is tptp 4.6 log file,summer,index.php?t=usrinfo&id=66210&,66210
44052,message #143080,Jonas and EAR deployment,Eclipse User,/donate,0
44053,message #143081,Line delimiter problem in configuration files.,Eclipse User,/donate,0
44054,message #143083,BIRT: Help!!!,Cristian Popescu,index.php?t=usrinfo&id=25795&,25795
44055,message #143084,VE with Eclipse 3.3.0,P. Michael Hutchins,index.php?t=usrinfo&id=46757&,46757
44056,message #143086,CDT and project templates,Eclipse User,/donate,0
44057,message #143088,plugin development news,Eclipse User,/donate,0
44058,message #143087,How can I distribute (web) projects without CVS/SVN?,Eclipse User,/donate,0
44059,message #143093,Application Hang while profile,ustone,index.php?t=usrinfo&id=66215&,66215
44060,message #143094,How do I specify the output directory?,Eclipse User,/donate,0
44061,message #143097,How to remove focus decoration,Eclipse User,/donate,0
44062,message #143103,Profiler Panic,Rahul Bollampally,index.php?t=usrinfo&id=61154&,61154
44063,message #143106,wizard and wizardpages passing objects,Eclipse User,/donate,0
44064,message #143104,connections don't appear on the shorcut views,Eclipse User,/donate,0
44065,message #143111,"Can't access ""help contents"" from a workbench - firewall problem?",Eclipse User,/donate,0
44066,message #143112,extending VE in other languages,Eclipse User,/donate,0
44067,message #143113,Problems with Eclipse + CDT and msp430-gcc,Eclipse User,/donate,0
44068,message #143114,CTRL-F6 in M4,David Corbin,index.php?t=usrinfo&id=696&,696
44069,message #143121,ANT - specify what version of java to use,Eclipse User,/donate,0
44070,message #143122,Getting an Error after unpacking some sources,Eclipse User,/donate,0
44071,message #143126,Compile one single file?,Eclipse User,/donate,0
44072,message #143129,Arcs between connections,Eclipse User,/donate,0
44073,message #143134,problem in linux eclipse,Eclipse User,/donate,0
44074,message #143136,Plug-in dependency within a feature,Eclipse User,/donate,0
44075,message #143139,FlowLayout shrink on remove,Eclipse User,/donate,0
44076,message #143143,Struts-pluggin-suggestion ????,Eclipse User,/donate,0
44077,message #143144,List of include files,Eclipse User,/donate,0
44078,message #143145,(pde junit) test actions,Eclipse User,/donate,0
44079,message #143147,GMF for JDO : missing connection and link,Eclipse User,/donate,0
44080,message #143148,viewing html file in a browser,Eclipse User,/donate,0
44081,message #143150,Problem with mirror hosting VE updates: http://www.eclipse.ps.pl/tools/ve/updates/1.0,Aleksander Adamowski,index.php?t=usrinfo&id=49725&,49725
44082,message #143155,Problem about getAdapter() method,zhang wei,index.php?t=usrinfo&id=14348&,14348
44083,message #143156,GMF for JDO : missing connection and link,Eclipse User,/donate,0
44084,message #143158,Feature Request: An option for compiler discovery in managed make,Vince Mounts,index.php?t=usrinfo&id=2110&,2110
44085,message #143159,Demo database Problems,Eclipse User,/donate,0
44086,message #143165,Want AntiAliased GEF?,Eclipse User,/donate,0
44087,message #143166,Multiple tabs in new look?,JÃ¶rgen Rapp,index.php?t=usrinfo&id=9528&,9528
44088,message #143169,Birt Demo Database Not Found,Eclipse User,/donate,0
44089,message #143170,Eclipse 3.1M6/CDT I200504120301 indexer problem,Eclipse User,/donate,0
44090,message #143171,Unable to load class error,Eclipse User,/donate,0
44091,message #143172,Using TPTP to profile an Eclipse Plugin,Rich,index.php?t=usrinfo&id=66417&,66417
44092,message #143176,Multiple Masterpages?,Peter Fopma,index.php?t=usrinfo&id=24932&,24932
44093,message #143177,Propsheet Customization GMF 2.1,Marc Gil,index.php?t=usrinfo&id=54385&,54385
44094,message #143178,Custom folding,Peter Salzman,index.php?t=usrinfo&id=46462&,46462
44095,message #143180,Develope new error parser,Eclipse User,/donate,0
44096,message #143184,Dragging and moving,Dolev Dotan,index.php?t=usrinfo&id=10752&,10752
44097,message #143185,Best way to embed BIRT in an RCP,Peter Kliem,index.php?t=usrinfo&id=45048&,45048
44098,message #143187,Change transparency of highlight rectangle on Outline view,Eclipse User,/donate,0
44099,message #143189,IFile ???,Eclipse User,/donate,0
44100,message #143194,ant script to add user library ?,Eclipse User,/donate,0
44101,message #143195,Properties view changes and EditPart,Eclipse User,/donate,0
44102,message #143197,Creating a VM instance programatically,Eclipse User,/donate,0
44103,message #143204,"""Unknown tag"" when using .tag files (tagfiles) in JSP page",Neale Upstone,index.php?t=usrinfo&id=16664&,16664
44104,message #143205,How to display an image/icon on a property sheet,Eclipse User,/donate,0
44105,message #143207,custom launch configuration vs. bootclasspath,Eclipse User,/donate,0
44106,message #143209,Problems with Eclipse TPTP profiling,Gopal,index.php?t=usrinfo&id=64393&,64393
44107,message #143210,Existing VE source and new Workspace NO VE palette nor Designer pane displaying,Eclipse User,/donate,0
44108,message #143211,processType for C/C++ Local Application launch config,Richard Miskin,index.php?t=usrinfo&id=16906&,16906
44109,message #143212,C++ in Eclipse,John Ryding,index.php?t=usrinfo&id=45568&,45568
44110,message #143215,Workspace Save Participants,John Lawrence,index.php?t=usrinfo&id=10229&,10229
44111,message #143216,How to integrate GEF editor with RCP application,Eclipse User,/donate,0
44112,message #143219,TPTP profiling with IAC showing errors,Gopal,index.php?t=usrinfo&id=64393&,64393
44113,message #143223,"Report Viewer (TOC) with Apache+Tomcat, WinXP",Eclipse User,/donate,0
44114,message #143224,xml editor unusable,teknokrat,index.php?t=usrinfo&id=11563&,11563
44115,message #143228,problem with displaying inheritance node in a Compartment,Tex Twil,index.php?t=usrinfo&id=38456&,38456
44116,message #143229,Running TPTP,Tom P,index.php?t=usrinfo&id=66539&,66539
44117,message #143233,Cross version API compatibility,Eclipse User,/donate,0
44118,message #143236,"How to consume JSPs, css, images from different module?",Marc Baumgartner,index.php?t=usrinfo&id=19235&,19235
44119,message #143237,Birt and SVG Images,Eclipse User,/donate,0
44120,message #143240,PHP in Eclipse,Eclipse User,/donate,0
44121,message #143241,Referenced project linking error,avi kenigsbuch,index.php?t=usrinfo&id=30062&,30062
44122,message #143242,Re: GMF for JDO : missing connection and link,Eclipse User,/donate,0
44123,message #143245,BUG? PDE creating build.xml ignores Java settings,Clemens Drews,index.php?t=usrinfo&id=6770&,6770
44124,message #143247,Static Birt Reports,Eclipse User,/donate,0
44125,message #143250,Re: EMF/GMF visual editor generation - Changing the containment of elements,Eclipse User,/donate,0
44126,message #143252,getting started with eclipse - java webapp development,Eclipse User,/donate,0
44127,message #143255,Deploying app to production server from Eclipse?,Eclipse User,/donate,0
44128,message #143258,Can Swing component write to console in VE?,Eclipse User,/donate,0
44129,message #143266,IllegalArgumentException selecting variable in snippet supplied in plug-in,Eclipse User,/donate,0
44130,message #143267,BIRT scope in the web-application?,Eclipse User,/donate,0
44131,message #143270,Eclipse Plugin Application using GEF,Eclipse User,/donate,0
44132,message #143271,"Override ""DEL"" keybinding in diagram",Andreas Schuster,index.php?t=usrinfo&id=31842&,31842
44133,message #143272,Making part of a comment clickable,Eclipse User,/donate,0
44134,message #143274,CDT3 C++ Indexer,Eclipse User,/donate,0
44135,message #143275,license issue,Eclipse User,/donate,0
44136,message #143277,BIRT as a form capture mechanism,Eclipse User,/donate,0
44137,message #143287,How to get column headers to repeat on every page?,Eclipse User,/donate,0
44138,message #143290,EXCEPTION_ACCESS_VIOLATION when running TPTP,Tom P,index.php?t=usrinfo&id=66539&,66539
44139,message #143291,Refreshing missing edges/connections,Andrew J. Montalenti,index.php?t=usrinfo&id=36322&,36322
44140,message #143292,eclipse console no longer showing output,Eclipse User,/donate,0
44141,message #143293,Can I sort the list of files in package explorer?,Eclipse User,/donate,0
44142,message #143294,I tried to compile GTK source,Eclipse User,/donate,0
44143,message #143295,Deploying web service WTP 0.7,Eclipse User,/donate,0
44144,message #143296,schema based extension,Eclipse User,/donate,0
44145,message #143297,How to force refresh of the property sheet,Eclipse User,/donate,0
44146,message #143300,Any heap usage info in TPTP,Patrick Ouyang,index.php?t=usrinfo&id=55818&,55818
44147,message #143305,XML Editor,rwas,index.php?t=usrinfo&id=13071&,13071
44148,message #143304,very basic stuff,Eclipse User,/donate,0
44149,message #143306,Getting weird error when context menu is opened,Eclipse User,/donate,0
44150,message #143307,What is Show Categories?,Eclipse User,/donate,0
44151,message #143308,TPTP has Open API?,Eclipse User,/donate,0
44152,message #143311,Compatibility GMF1.0.3 / GMF2.0,Eclipse User,/donate,0
44153,message #143314,Location Translation,Larry Waldman,index.php?t=usrinfo&id=11623&,11623
44154,message #143316,j2me,Zohar Amir,index.php?t=usrinfo&id=827&,827
44155,message #143318,Help!  Cannot cast Selection to anything useful,Eclipse User,/donate,0
44156,message #143319,Help with Eclipse; Remote Debugging using GdbServer,Eclipse User,/donate,0
44157,message #143320,Log and Trace Analyzer in TPTP 4.6,Krishna,index.php?t=usrinfo&id=61016&,61016
44158,message #143321,How can I tell whether it's design time or runtime?,Eclipse User,/donate,0
44159,message #143323,Implementing Web Services Using Eclipse WTP 3.1,Eclipse User,/donate,0
44160,message #143327,eclipse can't show line editor very well on linux,Eclipse User,/donate,0
44161,message #143328,Key bindings,Eclipse User,/donate,0
44162,message #143332,Support for localization.,Eclipse User,/donate,0
44163,message #143336,Cannot debug anymore,Eclipse User,/donate,0
44164,message #143338,JBoss jsp debuggin,Eclipse User,/donate,0
44165,message #143342,Saving eclipse workspace data in one file,Eclipse User,/donate,0
44166,message #143345,"JNI: Compiled succesfull, hang on execute [2/3] ""StrLen.c"" (1/1)",Eclipse User,/donate,0
44167,message #143346,Filtering Views,Eclipse User,/donate,0
44168,message #143347,Connector Project Build question,Eclipse User,/donate,0
44169,message #143349,VE not able to display Swing-embedded SWT component correctly,Eclipse User,/donate,0
44170,message #143350,Bug in predefined CSS style 'report'?,mr. burns,index.php?t=usrinfo&id=19201&,19201
44171,message #143356,Eclipse install can't find bootstrap code,Eclipse User,/donate,0
44172,message #143358,Does VE conflicts with RMI plugin,Eclipse User,/donate,0
44173,message #143359,Log and Trace Analyzer in TPTP4.6,Jenica,index.php?t=usrinfo&id=53051&,53051
44174,message #143360,"JNI: Compiled succesfull, hang on execute [3/3] ""StrLen.java"" (1/1)",Eclipse User,/donate,0
44175,message #143362,plugin installation,Zohar Amir,index.php?t=usrinfo&id=827&,827
44176,message #143365,Avoid changing parent to editparts,Eclipse User,/donate,0
44177,message #143366,3.0 M4 CVS broken commit?,Kevin Duffey,index.php?t=usrinfo&id=4428&,4428
44178,message #143367,ini generator required,Eclipse User,/donate,0
44179,message #143369,Testing External App. using AGR,Gopal,index.php?t=usrinfo&id=64393&,64393
44180,message #143370,Carriage return in data?,Eclipse User,/donate,0
44181,message #143371,"JNI: Compiled succesfull, hang on execute [1/3] ""strlen.h"" (1/1)",Eclipse User,/donate,0
44182,message #143373,error: entry point not found,Eclipse User,/donate,0
44183,message #143377,Interactive (mech design) web service w/charging,Eclipse User,/donate,0
44184,message #143378,EclipseZone non update times-11/4-12/16,Fred Grott,index.php?t=usrinfo&id=22663&,22663
44185,message #143380,"ROM spec - ""Multi Line Data"" is this the same as ""Dynamic Text""?",Eclipse User,/donate,0
44186,message #143382,How to fold Java if/while etc.?,Eclipse User,/donate,0
44187,message #143385,Team API Documentation,Eclipse User,/donate,0
44188,message #143389,Changing the order of menu items,Eclipse User,/donate,0
44189,message #143390,Unable to use Dataset on stored procedure,emmanuel,index.php?t=usrinfo&id=9259&,9259
44190,message #143394,Modeling Assistant Provider - Suppressing existing connection handles,Eclipse User,/donate,0
44191,message #143401,Accessiblity How to see a Java breakpoint using the Keyboard,Eclipse User,/donate,0
44192,message #143406,why is this newsgroup empty??,Eclipse User,/donate,0
44193,message #143420,Connection to a shortcut,Eclipse User,/donate,0
44194,message #143422,Amazing Indexer syntax error,Eclipse User,/donate,0
44195,message #143425,Modeling Information about JDT plug-in needed for making an extension of JDT,Charles-Philip Bentley,index.php?t=usrinfo&id=8287&,8287
44196,message #143427,News?,Kai Schlamp,index.php?t=usrinfo&id=44882&,44882
44197,message #143429,Creating tables with vertical scrollbars,Carlos Dias,index.php?t=usrinfo&id=25846&,25846
44198,message #143433,AutoActivation not working with M4,Akmal,index.php?t=usrinfo&id=5715&,5715
44199,message #143434,Flakiness of web services tools,Jeff Shirley,index.php?t=usrinfo&id=21106&,21106
44200,message #143436,VE for eclipse 3.3.1,raju,index.php?t=usrinfo&id=54776&,54776
44201,message #143439,Changing the attributes of a cell from a table,Cristian Popescu,index.php?t=usrinfo&id=25795&,25795
44202,message #143441,Task Tree Diagram in GMF?,Eclipse User,/donate,0
44203,message #143451,Indexer in CDT 3.0 Beta,Eclipse User,/donate,0
44204,message #143454,tab width in ant build.xml file,Eclipse User,/donate,0
44205,message #143455,Create a new element programmatically when an attribute changes,Eclipse User,/donate,0
44206,message #143461,[BUG] Invalid overload of the Name  ... ?,Eclipse User,/donate,0
44207,message #143462,Select all from Text widget,Eclipse User,/donate,0
44208,message #143466,Re: Cannot install Visual Editor,Eclipse User,/donate,0
44209,message #143469,About ManhattanConnectionRouter,Eclipse User,/donate,0
44210,message #143470,Global Includes not considered,Eclipse User,/donate,0
44211,message #143471,Problem with IResourceChangeEvent ??,Mohsin Beg,index.php?t=usrinfo&id=7694&,7694
44212,message #143473,problems launching debugger,Eclipse User,/donate,0
44213,message #143475,Show simple classes in  Visual Editor,Eclipse User,/donate,0
44214,message #143476,Problems using extension-point 'aggregation',Eclipse User,/donate,0
44215,message #143488,Crash when opening properties,Eclipse User,/donate,0
44216,message #143491,Eclipse2.0 Plugin integration with 3.1,Eclipse User,/donate,0
44217,message #143492,eclipse 2.1.1 an d win 95,Eclipse User,/donate,0
44218,message #143493,Suddenly VE stopped working,Eclipse User,/donate,0
44219,message #143496,GEF and RCP application Help,Eclipse User,/donate,0
44220,message #143498,Problem with custom figure when extending from NodeFigure...,Eclipse User,/donate,0
44221,message #143499,CDT Build Source Code?,Xavier RodrÃ­guez,index.php?t=usrinfo&id=17616&,17616
44222,message #143501,IViewActionDelegate and TableViewer,Eclipse User,/donate,0
44223,message #143507,accessibility:  selecting text using keyboard,jose vilmar estacio de souza,index.php?t=usrinfo&id=1259&,1259
44224,message #143511,Classpath issue with v3.0m4,Mitch Christensen,index.php?t=usrinfo&id=6924&,6924
44225,message #143512,VE No longer Finding SWT Beaninfo,Eclipse User,/donate,0
44226,message #143513,"Drag from a view, drop onto the diagram, and create a node",Vincent Zurczak,index.php?t=usrinfo&id=34908&,34908
44227,message #143516,State switch,Eclipse User,/donate,0
44228,message #143525,Creating key binding for a particular scope,Eclipse User,/donate,0
44229,message #143529,the page x of y issue,Eclipse User,/donate,0
44230,message #143530,Extension point to add a working set to 'Project Explorer',Eclipse User,index.php?t=usrinfo&id=12328&,12328
44231,message #143532,Where's the M4 N&N article?,David Corbin,index.php?t=usrinfo&id=696&,696
44232,message #143535,How to use GEF with RCP,Eclipse User,/donate,0
44233,message #143538,Who knows about data sources?,Eclipse User,/donate,0
44234,message #143543,Name of Content Comparison Editor,Phil Muldoon,index.php?t=usrinfo&id=5202&,5202
44235,message #143547,Error to view the PDF,Eclipse User,/donate,0
44236,message #143548,Problem with PrintAction,Eclipse User,/donate,0
44237,message #143550,Eclipse compiling with Mono,Eclipse User,/donate,0
44238,message #143552,"Debugger ""Drop to frame""",Eclipse User,/donate,0
44239,message #143558,Change value of a model element on deleting connection,Julien Forot,index.php?t=usrinfo&id=39756&,39756
44240,message #143560,How to provide context-sensitive help for a view,Eclipse User,/donate,0
44241,message #143561,get Actions of a perspective,Eclipse User,/donate,0
44242,message #143563,Lauching Eclipse from UNIX,Eclipse User,/donate,0
44243,message #143570,options not honored on cvs checkout,Jon Nall,index.php?t=usrinfo&id=7729&,7729
44244,message #143577,Call tree plug-in for C/C++?,Eclipse User,/donate,0
44245,message #143585,Compartment - Connection - Layout,Jacques LESCOT,index.php?t=usrinfo&id=24839&,24839
44246,message #143587,Debugging lpc2138 arm7 through Eclipse,Eclipse User,/donate,0
44247,message #143591,JNDI Connection,Eclipse User,/donate,0
44248,message #143595,adding sources and scoping...,Eclipse User,/donate,0
44249,message #143598,Connected Nodes and Compartments,Eclipse User,/donate,0
44250,message #143599,Converting managed project to standard project,Eclipse User,/donate,0
44251,message #143608,packaging ressources inside a plugin,Eclipse User,/donate,0
44252,message #143610,TPTP,Eclipse User,/donate,0
44253,message #143613,Help with Filtering Views,Eclipse User,/donate,0
44254,message #143617,WorkbenchPart.setTitleToolTip doesn't work,Eclipse User,/donate,0
44255,message #143621,Horrendous performance 0.7.1 - will it get better,Neale Upstone,index.php?t=usrinfo&id=16664&,16664
44256,message #143624,how to implements call hierarchy,Eclipse User,/donate,0
44257,message #143625,Downloading 2.1 M5: File Not Found,Eclipse User,/donate,0
44258,message #143626,Create a complex figure on eclipse 3.3,Eclipse User,/donate,0
44259,message #143628,how to implements call hierarchy,Eclipse User,/donate,0
44260,message #143627,OASIS - XML Catalogs,Eclipse User,/donate,0
44261,message #143632,A problem about link's label,Eclipse User,/donate,0
44262,message #143634,Embedded web application,Eclipse User,/donate,0
44263,message #143635,3.0M7 strange error: type java.io.Serializable cannot be resolved,Eclipse User,/donate,0
44264,message #143637,Mindmap Tutorial: Positioning of the ThreadItems,Eclipse User,/donate,0
44265,message #143646,Diagram layout type problem,Eclipse User,/donate,0
44266,message #143648,The active editor does not contain a main type.,Eclipse User,/donate,0
44267,message #143649,Regarding the Integration of Birt into Web Application,Eclipse User,/donate,0
44268,message #143651,Adding Drag 'n Drop using org.eclipse.gmf.runtime.common.ui.services.dnd,Eclipse User,/donate,0
44269,message #143654,"Eclipse, Xerces, and 1.4 VMs",Eclipse User,/donate,0
44270,message #143656,Request for a complete Taipan zip file,Eclipse User,/donate,0
44271,message #143661,Reg : Pagenation in BIRT,Eclipse User,/donate,0
44272,message #143667,Dam!  Eclipse is Nice !,Eclipse User,/donate,0
44273,message #143670,m7 - illegalthreadstateexception,Eclipse User,/donate,0
44274,message #143673,Can birt be used in eclipse 3.2.4?,Eclipse User,/donate,0
44275,message #143675,PDE: NoClassDefFoundError,Eclipse User,/donate,0
44276,message #143677,key bindings,foo bar,index.php?t=usrinfo&id=213&,213
44277,message #143680,Integrate Birt in RCP,Eclipse User,/donate,0
44278,message #143682,PDFRenderOption - missing...?,Artek,index.php?t=usrinfo&id=20362&,20362
44279,message #143685,export csv still in gibbrish?,Eclipse User,/donate,0
44280,message #143686,fonts in PDF,Eclipse User,/donate,0
44281,message #143687,how to change colour of item if value over a certain amount.,Simon Hobbs,index.php?t=usrinfo&id=25464&,25464
44282,message #143688,"anyone know what a ""named Expression"" is?",Simon Hobbs,index.php?t=usrinfo&id=25464&,25464
44283,message #143690,Forbid selection of an Node,Dawid Kostrzycki,index.php?t=usrinfo&id=56935&,56935
44284,message #143691,Load and open a diagram editor from the xml file,Oelerink,index.php?t=usrinfo&id=58335&,58335
44285,message #143696,Updating the Model File reference in Diagram FIle,Eclipse User,/donate,0
44286,message #143698,editing domain model with diagram editor,Eclipse User,/donate,0
44287,message #143699,Registration of Editparts as listeners for handleNotificationEvent,Dawid Kostrzycki,index.php?t=usrinfo&id=56935&,56935
44288,message #143701,detect if a diagram has errors,Tex Twil,index.php?t=usrinfo&id=38456&,38456
44289,message #143702,Diagram over two or more model instances,Eclipse User,/donate,0
44290,message #143703,How to get the instance of XXXDiagramEditor at runtime?,Eclipse User,/donate,0
44291,message #143706,IFigure remove method / where to place cleanup stuff,Stefan Kuhn,index.php?t=usrinfo&id=39570&,39570
44292,message #143711,html table edit policy,Eclipse User,/donate,0
44293,message #143714,standalone SWT versus RCP,Eclipse User,/donate,0
44294,message #143721,Passing a style to a CellEditor from the property its editing,Eclipse User,/donate,0
44295,message #143723,Where to get info on Containment Policy for custom widgets,Eclipse User,/donate,0
44296,message #143728,CDTProject already exists?,Eclipse User,/donate,0
44297,message #143729,About Action,zhang wei,index.php?t=usrinfo&id=14348&,14348
44298,message #143737,Current File in Editor for Makefile,Eclipse User,/donate,0
44299,message #143738,Alternative to Draw2D BorderLayout?,Eclipse User,/donate,0
44300,message #143742,Static Library,Eclipse User,/donate,0
44301,message #143745,Run->External Tools is empty,Eclipse User,/donate,0
44302,message #143750,Error: java.lang.UnsatisfiedLinkError: libspawner: file not found,Eclipse User,/donate,0
44303,message #143751,UpdateAction in GEF 2.0.3 (see Redbook sample)?,Eclipse User,/donate,0
44304,message #143757,Transparent AWT component on freeform,Eclipse User,/donate,0
44305,message #143758,multiple main programs in a C project,Eclipse User,/donate,0
44306,message #143762,VISUAL EDITOR,Eclipse User,/donate,0
44307,message #143761,ClassCasteException when working with tutoial,Marc Boorshtein,index.php?t=usrinfo&id=10873&,10873
44308,message #143770,eclipse on a stick,Vince O'Sullivan,index.php?t=usrinfo&id=11741&,11741
44309,message #143772,Tutorial : BIRT Design Engine API : Problem,Eclipse User,/donate,0
44310,message #143773,Can't build C++ project.,Eclipse User,/donate,0
44311,message #143774,Bring to Front,Eclipse User,/donate,0
44312,message #143780,VE for Eclipse 3.3,Yves YANG,index.php?t=usrinfo&id=26657&,26657
44313,message #143781,guide to compile GTK+ programm,Eclipse User,/donate,0
44314,message #143782,setEngineHome() ?,Eclipse User,/donate,0
44315,message #143783,CppUnit Plugin,Eclipse User,/donate,0
44316,message #143785,Build VE for Eclipse 3.3,Yves YANG,index.php?t=usrinfo&id=26657&,26657
44317,message #143788,Page break  resets line count??,Mark Lorenz,index.php?t=usrinfo&id=24137&,24137
44318,message #143791,VS Style Immediates In Eclipse,Eclipse User,/donate,0
44319,message #143792,Debugging standard C app via Cygwin,Eclipse User,/donate,0
44320,message #143795,Thanks for VE,Eclipse User,/donate,0
44321,message #143796,code completion for user typed text,Eclipse User,/donate,0
44322,message #143800,C/C++ Indexer Problem???,No real name,index.php?t=usrinfo&id=19246&,19246
44323,message #143801,SWT Graphics + gradient colors for shapes,Eclipse User,/donate,0
44324,message #143802,CVS project,Eclipse User,/donate,0
44325,message #143805,"MSys (CYGWIN?), CDT and ECLIPSE",Eclipse User,/donate,0
44326,message #143806,Uniform Application servers instead of Plugins,Eclipse User,/donate,0
44327,message #143807,CompoundDirectedGraphLayout and left-to-right ordering,Eclipse User,/donate,0
44328,message #143814,VE not working after installing WST,Eclipse User,/donate,0
44329,message #143815,Debugger messages overwritten in the console,Michael Stather,index.php?t=usrinfo&id=25633&,25633
44330,message #143820,Debugger can´t find files in subfolders,Michael Stather,index.php?t=usrinfo&id=25633&,25633
44331,message #143822,Snap to Grid and arrow keys,J Schofield,index.php?t=usrinfo&id=10793&,10793
44332,message #143824,Create a library with cdt,Eclipse User,/donate,0
44333,message #143830,"I don't see the ""Visual Class"" option after installation",Eclipse User,/donate,0
44334,message #143831,No starting after JBuilder Foundation install,Eclipse User,/donate,0
44335,message #143834,VE and JBoss,Eclipse User,/donate,0
44336,message #143837,[cdt] Code Formatting,peter,index.php?t=usrinfo&id=15375&,15375
44337,message #143843,Doing math on data from different databases,Eclipse User,/donate,0
44338,message #143847,Defining file as binary,Eclipse User,/donate,0
44339,message #143852,VE not being showed suddenly,Eclipse User,/donate,0
44340,message #143853,2.1M5 problem: oda extension no longer works,Eclipse User,/donate,0
44341,message #143858,launching a binary that's not in the project?,Eclipse User,/donate,0
44342,message #143861,One project depends on another,Eclipse User,/donate,0
44343,message #143863,Problems with XML Editor and WE,Eclipse User,/donate,0
44344,message #143865,jar after compile,Eclipse User,/donate,0
44345,message #143869,swing tutorial,Eclipse User,/donate,0
44346,message #143873,"About ""org.eclipse.gef.ui.stackview.CommandStackInspectorPage""",zhang wei,index.php?t=usrinfo&id=14348&,14348
44347,message #143876,Problem installing 2.1M5 on Eclipse 3.1.2,Eclipse User,/donate,0
44348,message #143878,Different GEF version cannot live together,Eclipse User,/donate,0
